,filename,entry number,composition,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
32495,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,946,HBa32Ge16O58,1.0076061210932066,1.7644999797819974,2.767836761033439,4.209669632996313,2.4024458941334292,,,,,,mp-780010,"(1, 0, 0)",1,Ba2GeO4_mp-780010_mUQSneeIks_4WhGWnpVRl,Ba16Ge8O32,80820,HO2,-661.04592915,107,1,-1.9997136899999963
24915,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,951,HMo12O36Zr6,3.0219929145929285,0.9727398372609475,2.5469495860411935,17.59983426808445,110.05591458692032,,,,,,mp-627151,"(0, 0, 1)",1,Zr-MoO4-2_mp-627151_YqoEBF1hL2_R7qliTb2id,Zr2Mo4O16,78983,HO2,-422.25641919,55,1,-0.9036132599999612
17539,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,954,HO60Rh16Tl16,1.8923107808418291,0.9816119497583019,1.4437463532458306,30.629685955787945,100.83625075388653,,,,,,TlRhO4-rutile,"(2, 1, 1)",1,TlRhO4_TlRhO4-rutile_3LLzrlcBR6_tcnc219iEl,Tl1Rh1O4,40693,HO2,-499.40296467,93,1,3.678209449999965
69487,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,955,HBi24O114Se40,1.9020759675012693,0.9798688694445774,1.4641788826738296,30.452728261333903,100.31773670840121,,,,,,mp-29833,"(0, 0, 1)",1,Bi2-SeO3-3_mp-29833_Y0yQf2r1aQ_nOEiinv8Yj,Bi8Se12O36,71377,HO2,-971.35929319,179,1,3.5164951399999858
71452,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,957,HO32Pt32,2.4582211282871107,0.9793994607594112,2.764654876844998,20.554735439544846,61.79236506487071,,,,,,mp-7947,"(2, 2, 1)",1,PtO_mp-7947_CXFlekh6mm_Ix8SFxVRau,Pt2O2,75370,HO2,-363.44255594,65,1,0.7249229799999988
208,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,983,HGa24O66Sc24,1.9410673069984465,0.9796251225292596,1.493563344078249,29.654155503866996,101.37898461154168,,,,,,mp-754165,"(3, -1, 0)",1,ScGaO3_mp-754165_nliuF7cP1D_dHuJjbpJl1,Sc2Ga2O6,38485,HO2,-826.77329473,115,1,3.071406049999976
2395,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,994,HCo8Ni28O62,2.968125193069398,6.697910403793736,7.938359344989229,55.09487113790836,21.310441737403114,,,,,,mp-756594,"(1, 0, 0)",1,Co-NiO2-4_mp-756594_9LeGEEt4bd_IVTLKBdz3z,Co2Ni8O16,14538,HO2,-477.98159769,99,1,-1.3439882900000022
16835,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1034,HK24O22Zn12,2.72836347151922,0.9761034810461802,3.5483668282580036,9.762261218710746,28.290885140386244,,,,,,mp-8187,"(1, 1, 1)",1,K2ZnO2_mp-8187_vIF26T86Kw_t0oR7EWSpw,K8Zn4O8,39244,HO2,-219.32515161,59,1,-2.847505000000016
30163,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1052,HBi9O38Sr15,1.8925839705361072,0.9794020352120202,1.459462205082408,30.6474344411733,99.92247799070753,,,,,,mp-33444,"(1, 1, 1)",1,Sr5-BiO4-3_mp-33444_mT6aEJbWfE_LqAKrtqQHf,Sr5Bi3O12,12915,HO2,-362.61993817,63,1,3.726689399999966
38537,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1066,HO38Y24,1.9182603953568447,0.9790573506950289,1.4722977934205481,30.059084070658923,101.06925540811248,,,,,,mp-558573,"(0, 0, 1)",1,Y2O3_mp-558573_HwzppGHHwW_5wcmr5xJAm,Y12O18,80230,HO2,-546.78415432,63,1,5.999365270000023
32194,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1078,HHf16O66Ti16,1.8566486685537642,0.9888917386380902,1.361323842669514,31.231197785874464,103.22671312523632,,,,,,mp-1224305,"(0, 1, 0)",1,HfTiO4_mp-1224305_H0qB93OGEy_9z3r0rHPFR,Hf2Ti2O8,80267,HO2,-912.60157464,99,1,4.45221788000006
22855,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1103,HCu12O42Sr24,1.9046127638929096,0.9773584887813672,1.4942268637602594,30.484672417692845,98.65644422650779,,,,,,mp-754322,"(2, 1, 2)",1,Sr2CuO4_mp-754322_5pwRkZLhCB_fJ35eo6Goy,Sr4Cu2O8,16832,HO2,-433.70263916,79,1,3.609500900000025
28058,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,1110,HLi22O74Sb22,1.8570222707931223,0.9884517306304949,1.3648390756785094,31.23540314361271,103.03828050229137,,,,,,mp-4995,"(1, 2, 0)",1,LiSbO3_mp-4995_J2z7tUTljr_D4Lqd9fqhi,Li4Sb4O12,79643,HO2,-667.17418334,119,1,5.04392572999998
73598,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,23,HCo34Ni12O94,1.8812791141789031,0.9834101564129967,1.4220687064037087,30.832814450215878,101.33726786893655,,,,,,mp-752738,"(1, 2, -1)",1,Co3NiO8_mp-752738_DEpxOKOPLZ_9oohgGJp2k,Co6Ni2O16,68785,HO2,-747.76242647,141,1,4.185385369999974
28051,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,34,HCo32O66Si16,2.7093307930122363,0.9720352068167134,2.6860320709264647,20.752467947379916,80.97475538790253,,,,,,mp-21856,"(0, 1, 1)",1,Co2SiO4_mp-21856_8S9jZl31Tv_zk7kWk4mnH,Co8Si4O16,79946,HO2,-764.01961396,115,1,-0.892283750000022
73412,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,36,HAg12Cr12O26,1.9774215496390768,1.0292460077661765,1.4465373287768948,30.220874465110818,104.75505115576125,,,,,,mp-1096875,"(0, 1, 0)",1,CrAgO2_mp-1096875_nYFaRSQVGy_dNDTTM4Pwo,Cr4Ag4O8,70824,HO2,-308.18819444,51,1,3.300781429999997
36471,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,43,HHf16O58Zr16,5.180862941273885,0.9695192681485296,5.266211607185978,10.608648301725164,79.66696252004658,,,,,,mp-754134,"(1, 0, -1)",1,HfZrO4_mp-754134_AO9nrM3D6m_Sy04jJ1UI5,Hf2Zr2O8,7699,HO2,-871.30236938,91,1,-6.047074009999935
11264,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,54,HNa32O18,1.9131508084733706,0.9772040286326589,1.4532800100248782,29.9681601754245,102.0549349970838,,,,,,mp-755072,"(1, 0, 1)",1,Na2O_mp-755072_xBl8AuhHx5_SqMdwC9pfo,Na4O2,14454,HO2,-188.07232758,51,1,3.9762135599999873
17301,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,58,HNi10O62Pt28,8.273572786229305,0.9857261351980736,8.71255950115467,5.958717681273799,60.61383818955015,,,,,,mp-1209897,"(1, 0, 1)",1,Ni-PtO2-3_mp-1209897_POVL09tHwT_zfbJeQ4num,Ni2Pt6O12,40395,HO2,-545.92035079,101,1,12.08192359
24639,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,72,HAg16O30Pt16,6.949782395108489,9.285382123412807,6.609498004892919,86.40118315565721,48.33021801824717,,,,,,mp-997007,"(1, 1, -1)",1,AgPtO2_mp-997007_6bbS3aei3I_237L2zDrEd,Ag4Pt4O8,35307,HO2,-299.82731047,63,1,0.8632168200000159
33491,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,89,HBi12O24Si4,2.141418629639068,0.9833527449215504,3.0772549568045915,6.744062240422415,14.817061711000298,,,,,,mp-753860,"(1, 0, 0)",1,SiBi3O7_mp-753860_hvE3Fgop8M_9j5wyWgiNh,Si2Bi6O14,691,HO2,-252.51064864,41,1,-0.1918305199999999
77989,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,105,HO36Se8Zn11,1.8672656662148412,1.0574662224282956,1.3610898056665546,33.85890602911408,100.32384025792744,,,,,,mp-1204031,"(1, 0, 0)",1,Zn3Se3O10_mp-1204031_d4TpNNcaGH_vFsI4qseBn,Zn6Se6O20,77820,HO2,-263.71626905,56,1,-3.547754440000009
6487,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,153,HAl24Bi12O48,7.419102411666231,9.182029626513636,6.474062540015014,82.43496404062887,53.222796700358664,,,,,,mp-23426,"(1, 1, 0)",1,Al4Bi2O9_mp-23426_lO0IXP2Ak5_aejjvRiHap,Al8Bi4O18,29462,HO2,-563.48481922,85,1,-3.067553379999911
15627,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,185,HNi16O34Y8,6.84682911743814,5.586427213730247,4.458999448761924,54.38945249531392,85.15040986731296,,,,,,mvc-11636,"(1, 1, 0)",1,Y-NiO2-2_mvc-11636_vf1yNVfwPb_VzCFtRd9iV,Y8Ni16O32,37083,HO2,-351.13293223,59,1,4.503846949999993
34958,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,198,HLi4O24Se8,9.142326048513874,0.9842488257906412,8.66513011222993,5.543626766640057,116.19254048489204,,,,,,mp-1188173,"(0, 1, 0)",1,Li-SeO3-2_mp-1188173_M7Mo1Q5WSN_ZZ6gxzIdKj,Li2Se4O12,11720,HO2,-185.84014861,37,1,4.282780370000008
72187,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,255,HCd12O46Pd35,6.44253502417344,7.74550983663618,1.394112139541992,157.064359441026,18.913529778235787,,,,,,mp-13675,"(2, 2, 1)",1,CdPd3O4_mp-13675_UrcxL6XH0l_Fa8SEzZH35,Cd2Pd6O8,70682,HO2,-461.75971152,94,1,3.2370745099999816
14513,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,265,HCd4O16Rb24,1.9491415562214556,0.9758857762607251,1.5118682449648337,29.441939424670846,100.96065750264765,,,,,,mp-1209286,"(1, 0, 0)",1,Rb6CdO4_mp-1209286_jVVUodGLtq_A7P08AMSvK,Rb12Cd2O8,6265,HO2,-148.23697438,45,1,1.6791136900000048
26377,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,272,HBa2O46V21,1.9656964829570467,1.0415607004048038,1.4410510245201924,31.007860189009225,103.53356707375184,,,,,,mp-756819,"(1, 1, -1)",1,BaV8O16_mp-756819_QO56xFP4Jo_gxsqGPecsF,Ba1V8O16,13861,HO2,-520.63017374,70,1,3.3973536699999407
25254,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,286,HO16Ti32Zr16,9.034809126349069,0.9781497389628049,9.055128416356663,6.197823658818291,85.71252729150103,,,,,,mp-1215204,"(1, 2, 2)",1,ZrTi2O_mp-1215204_fPQlDAwsIZ_fnj3DWemEy,Zr2Ti4O2,15070,HO2,-535.86213402,65,1,-4.713666920000012
19881,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,306,HMn12O66Se24,1.904068967420743,0.9819190453564223,1.4605428815793904,30.456091949827616,100.61028375306287,,,,,,mp-28669,"(1, 1, 1)",1,Mn-SeO3-2_mp-28669_4awyzsS3tm_YS6JEXgPox,Mn2Se4O12,2007,HO2,-590.52145505,103,1,3.571380959999967
20932,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,326,HCo24Na8O30,6.23094055637173,0.9713682709595576,6.053478015988174,8.918552729904327,96.03517630523734,,,,,,mp-752749,"(0, 1, 1)",1,NaCo3O4_mp-752749_SjRp89mI7s_dQ7Z9xh39l,Na2Co6O8,17897,HO2,-341.3892813,63,1,0.793837739999983
34954,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,345,HO56Si16V16,9.36185916044519,9.604652535871402,1.4714881704790033,95.08011218481258,76.14202798774771,,,,,,mp-1276230,"(0, 2, -1)",1,V2Si2O7_mp-1276230_GrhmS3TBqN_GKm9I6N198,V2Si2O7,17809,HO2,-682.2956367,89,1,2.8726738699999963
25518,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,350,HCd16O62Se16,9.614279388715039,0.9900038823454413,9.401025141713045,5.8288635023260795,99.5086563957787,,,,,,mp-772052,"(0, 0, 1)",1,CdSeO4_mp-772052_j1DdrtQgSj_Zt6lCroHQW,Cd2Se2O8,81389,HO2,-454.14903811,95,1,5.054494860000002
38996,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,384,HAg24Li24O38,1.9278225869557655,0.9792058427227297,1.488120839686409,29.936127982601555,100.74110085503914,,,,,,mp-996962,"(0, 0, 1)",1,LiAgO2_mp-996962_49JgB5H36a_u1WwZJz7xD,Li2Ag2O4,748,HO2,-365.48390963,87,1,2.875285589999944
24394,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,410,HBa21O41Pt14,2.284905920841432,1.7350039994675786,1.4284961983216253,49.366118224842516,91.96486008498694,,,,,,mp-867627,"(1, 0, 0)",1,Ba4-PtO3-3_mp-867627_D0AvWOPM79_fbRxWPqGLm,Ba12Pt9O27,6186,HO2,-452.25804629,77,1,1.4675485900000034
36610,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,466,HAl4Cu28O50,3.4991516571776793,0.9834728754596088,2.667119778134552,9.846342979582706,142.52369693991113,,,,,,mp-1262593,"(1, 1, 0)",1,AlCu7O12_mp-1262593_tsDMSHKfKO_w5pnA4TQ4y,Al2Cu14O24,38969,HO2,-417.20653677,83,1,7.4671261900000125
25539,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,503,HNi36O50Zn24,9.382209906224984,9.209796078781517,1.5017248735446191,78.82618287829932,91.96887132528535,,,,,,mp-759178,"(2, 2, -1)",1,Zn2Ni3O5_mp-759178_Gmv7BkWoWn_CDcdGkw9JT,Zn4Ni6O10,35880,HO2,-446.72494228,111,1,2.8759549500000183
8634,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,514,HO72Si24Sn12,1.8944890569517825,13.203704461293658,12.541599046804004,106.45052478070912,7.909464156801797,,,,,,mp-1142992,"(1, 1, -1)",1,Si2SnO6_mp-1142992_A9mmh0lbSh_MwenytzjBX,Si8Sn4O24,5993,HO2,-775.59446697,109,1,5.22632560000002
6075,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,528,HO58Sn32,1.8917795295801025,0.9790909184256597,1.4347585645002847,30.47099045432811,101.53227574557413,,,,,,mp-755071,"(1, 1, 2)",1,SnO2_mp-755071_tb6WKMu6iC_bfcG4IkFfO,Sn4O8,6266,HO2,-546.98702143,91,1,4.601674779999964
11740,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,538,HLi4O20Pd20,8.193349097129655,10.941214216332027,3.37056851674655,138.26848152516033,29.898597241570243,,,,,,mp-1211133,"(1, 0, 0)",1,LiPd5O6_mp-1211133_2KD7LKJQpy_EefPiy7E3D,Li2Pd10O12,13894,HO2,-231.91933452,45,1,2.77726165999999
23448,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,540,HO58Pd18Sr20,7.672329387448971,2.586363186123926,10.162651071030005,4.531983313680727,13.55602962650275,,,,,,mp-1187190,"(2, 2, 1)",1,SrPdO3_mp-1187190_v7SVue67A2_BDIYJyW5PA,Sr1Pd1O3,16574,HO2,-545.85467649,97,1,1.9752240200000664
36981,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,570,HMo16O50Ru16,1.9158727233577753,0.9824654870915496,1.4832200805120104,30.333614162474966,99.98609526788172,,,,,,MoRuO4-rutile,"(1, 0, 1)",1,MoRuO4_MoRuO4-rutile_FKXmNoXVKr_FOqDpPWcG2,Mo1Ru1O4,19987,HO2,-585.40546948,83,1,1.9497936200000616
26486,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,576,HBa16O42Zn16,3.255784518484478,2.817578980579084,1.2592199938556652,58.80445113954899,98.7197219217578,,,,,,mp-1183405,"(1, 1, 0)",1,BaZnO3_mp-1183405_qzuMlTJJ2k_AgH4hF8DjZ,Ba1Zn1O3,28808,HO2,-377.13183837,75,1,1.6741558899999769
45261,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,594,HO38V5W10,1.960594475095541,0.9846942076070067,1.5173714375139638,29.535285976137615,101.0331795681882,,,,,,mvc-688,"(1, -2, 0)",1,90423983534_V-WO4-2_mvc-688_MUK2EF9wLN_3PGx1WIv9S,V1W2O8,44922,HO2,-388.20899891,54,1,5.760988730000033
18987,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,600,HAg24O46Rb24,1.8849258640150939,0.9781054563379092,1.4573077422815164,30.779261408244686,99.54058322599894,,,,,,mp-997052,"(1, 1, 3)",1,RbAgO2_mp-997052_tFXCfdmTB3_sOCW8mP8z1,Rb4Ag4O8,29386,HO2,-362.92724484,95,1,3.4464837099999635
28389,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,640,HCa36O50Sr12,2.212805568002691,1.629072159364909,1.3564471935930333,47.15026379992425,95.22776306853886,,,,,,mp-978844,"(1, 0, 0)",1,SrCa3O4_mp-978844_rLPH6MNANn_mXRDBt66UH,Sr1Ca3O4,29936,HO2,-610.26190837,99,1,3.186987619999993
30446,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,643,HO42Sn16Zn8,3.5288076752680047,9.629304211499669,12.35798384141087,33.83301397738112,11.773224240105005,,,,,,mvc-7701,"(1, 0, 0)",1,Zn2Sn3O8_mvc-7701_CSsRJ9Iewp_M2oj6EpNI6,Zn4Sn6O16,16764,HO2,-366.45223913,67,1,-2.006526009999991
27418,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,661,HGe24Mn24O64,4.423946323487651,0.9780466110920242,4.200415102467011,12.681436190752027,96.78865198364988,,,,,,mp-1106201,"(0, 1, 1)",1,MnGeO3_mp-1106201_sW801bO5Xv_QsybW78A9H,Mn8Ge8O24,3414,HO2,-772.96805372,113,1,-1.452990679999946
70382,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,662,HHf38O82,4.299059068702843,3.995277633369015,1.2332707155425107,67.60102084970615,95.81664284578252,,,,,,mp-550893,"(3, 2, 0)",1,HfO2_mp-550893_QFAJTXAWtb_IdD26VFNok,Hf4O8,74035,HO2,-1170.92418915,121,1,-2.975231110000184
40131,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,670,HAl32Hg16O66,2.1553691828964436,1.512419169567318,1.3452300842498734,44.050557397856636,97.74770065858102,,,,,,mp-756317,"(1, 0, 0)",1,Al2HgO4_mp-756317_50C1bBKXSo_hsS4oSK5Bl,Al16Hg8O32,38717,HO2,-687.64133054,115,1,3.8140348400000015
8418,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,672,HGe20O62Sr18,1.8619816593928502,0.9847338985632432,1.4030893468770929,31.271669646668148,101.02841387842133,,,,,,mp-17464,"(1, 0, 0)",1,SrGeO3_mp-17464_o2qzOv990a_vCVq2dmPnD,Sr12Ge12O36,22737,HO2,-635.29889066,101,1,4.427624319999975
27582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,678,HFe12Mg18O28,1.850938261274877,0.9930805238646705,2.7346461235781074,11.55778817366486,21.927363771670986,,,,,,mp-1286297,"(1, 0, 0)",1,Mg3Fe2O5_mp-1286297_bqOi8ipdho_5JETioop1R,Mg6Fe4O10,11170,HO2,-338.32668886,59,1,-2.855689469999991
16981,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,679,HBa36O50Sr12,1.931507629784117,0.9736444795463272,1.5107513506253634,29.784579249779743,99.7927739545397,,,,,,mp-1079882,"(2, 1, 0)",1,Ba3SrO4_mp-1079882_rzy0CSzqAu_gNJvBR8LT3,Ba3Sr1O4,4852,HO2,-572.65399602,99,1,3.628073809999957
74582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,705,HNi56O72Zn14,1.9332392737964716,0.9790439206523948,1.4797348655517042,29.72533524309306,101.73444520168457,,,,,,mp-1215738,"(3, 3, 1)",1,ZnNi4O5_mp-1215738_LXbarpV3Cq_zLFuaxMSkN,Zn2Ni8O10,73809,HO2,-643.41462807,143,1,1.989788679999972
11090,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,753,HLu30O70Re12,8.729276326037926,0.9695012911752532,8.215788170703613,5.5659254072599,119.15609132843409,,,,,,mp-1210574,"(1, 1, 0)",1,Lu5-ReO6-2_mp-1210574_zWhKcYE3Sg_IDExXSUSI2,Lu10Re4O24,80663,HO2,-942.3489755,113,1,0.5080068199999026
1834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,772,HLi16O20Zr8,4.002206840461691,10.758723121617544,9.896768813006572,91.29217896033681,21.832957399663258,,,,,,mp-4156,"(1, 0, 0)",1,Li2ZrO3_mp-4156_71Q272KtLF_TdqMaUDAV4,Li8Zr4O12,36367,HO2,-300.41005765,45,1,-6.032336440000027
39,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,782,HFe6Nb6O22,8.261547708777794,9.305174185971843,1.4524511063040868,132.53239144609506,40.86268592031096,,,,,,mp-755390,"(1, 0, 0)",1,NbFeO4_mp-755390_VYm6wVHKTF_n7x2vgxjZP,Nb2Fe2O8,21243,HO2,-269.10161757,35,1,3.1995590200000343
23555,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,793,HO40Sc40,4.187654096708803,0.964062159301708,3.2821829193624628,5.116608105356255,157.20783332862462,,,,,,mp-684697,"(1, 0, 0)",1,Sc20O19_mp-684697_amjgyWKf5v_n9ABT4L01x,Sc40O38,22913,HO2,-668.83060163,81,1,-5.883569600000076
11856,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,803,HMg36O38,1.9368985669049208,9.326107600564182,9.398021079573002,81.95016773222963,11.866921780327509,,,,,,mp-549706,"(1, 0, 0)",1,MgO_mp-549706_dO3RFmAgOM_hDojtBsGKr,Mg2O2,24065,HO2,-411.20337219,75,1,-13.318287099999996
36654,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,821,HAg12K12O22,2.0110651664639954,1.0237131678962323,1.4953956760586093,29.54456187510851,104.37622321245041,,,,,,mp-996966,"(1, 3, 1)",1,KAgO2_mp-996966_CaLuAYym6o_Tnh6Cjx7TG,K1Ag1O2,37737,HO2,-186.89881861,47,1,2.6615566599999987
68749,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,828,HCo38O62Ru8,6.890978166011545,7.636895516012715,1.4744485393175655,115.23248987533816,54.70936460114867,,,,,,mp-35690,"(1, 1, 0)",1,Co5RuO8_mp-35690_Jh03gEbpmC_bNrDotcTzI,Co15Ru3O24,69280,HO2,-682.90081633,109,1,3.3776080299999443
29310,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,831,HCa4Mo16O36,1.937320934254985,1.0048728102438957,1.491615201579155,30.722042113471,99.96061124285352,,,,,,mvc-10638,"(1, 0, 1)",1,CaMo4O9_mvc-10638_B2a3oBaqEs_gGwkwgJTMb,Ca2Mo8O18,17619,HO2,-392.35794474,57,1,-2.160126280000018
7223,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,832,HAg16Cr16O28,1.8990287914609965,0.9793051691049893,1.4779567352152958,30.600624316471404,99.20202398715425,,,,,,mp-19378,"(1, 1, 0)",1,CrAgO2_mp-19378_CUgbgHWced_bRb7qM4O0S,Cr3Ag3O6,28318,HO2,-361.79244206,61,1,2.679591680000012
25921,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,834,HCa10O34Rb12,3.40340174119927,3.956546585234672,1.2856620582015499,106.04100244411038,55.761495748751244,,,,,,mp-975382,"(2, 1, 0)",1,RbCaO3_mp-975382_2sI5GKX7Tm_JbK5qZKKfg,Rb1Ca1O3,28915,HO2,-276.10917977,57,1,1.4056619799999588
82267,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,861,HCu12O62Sb18,7.890060627530656,1.7537008858769219,8.57297913923869,11.27097551978926,61.56340007168568,,,,,,CuSbO4-rutile,"(1, 0, 0)",1,1016015_CuSbO4_CuSbO4-rutile_ybjjw7n7Fi_GEmiPpIdre,Cu1Sb1O4,82451,HO2,-513.23741891,93,1,3.924704130000034
31325,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,872,HO36Sb8Si12,3.1895038482759137,2.2409738442645835,1.2802621880647158,33.75512263893078,127.73680794368461,,,,,,mp-769028,"(1, 0, 0)",1,Si3Sb2O9_mp-769028_NdYoIy1mqA_KH0p4FvV9Z,Si6Sb4O18,35390,HO2,-387.27000877,57,1,3.714283810000008
33106,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,922,HBa24Hf16O54,7.338801351166268,0.9824969910347325,6.4322925028713644,3.1598886520579543,155.6858254144819,,,,,,mp-754128,"(0, 0, 1)",1,Ba3Hf2O7_mp-754128_XhNzITohJH_4hXsIB7yd3,Ba6Hf4O14,80850,HO2,-769.15162853,95,1,-4.925134660000001
36582,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,927,HAl30Cr10O62,7.196620199822467,8.417624884552398,1.3390502318817428,153.65832508246118,22.29402152989999,,,,,,mp-1228485,"(2, 0, -1)",1,Al3CrO6_mp-1228485_aSp8FVkWXH_TJM2tjKEgG,Al9Cr3O18,8765,HO2,-750.41915794,103,1,3.762481559999994
31984,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,954,HK24O62Rh24,1.911346851936928,1.0068604307609754,1.4509613264027645,31.191609604673936,100.5344775804388,,,,,,mp-975134,"(1, 1, 0)",1,KRhO3_mp-975134_qeIWjPTEMw_Kqc8s1XG7v,K1Rh1O3,40227,HO2,-603.02322245,111,1,-0.3219036600000642
71458,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,969,HBa24Ir22O74,1.9015930868397286,1.0176965594407708,1.4602585238187737,31.94241752621055,98.669141750245,,,,,,mp-17102,"(0, 1, 1)",1,Ba4Ir3O10_mp-17102_DZNCIxWVaA_2PEsPV0394,Ba8Ir6O20,77073,HO2,-786.92428994,121,1,0.6358345200000279
