,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
5270,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,52,HO61V28,[0.987299546662578],mp-1102963,"(1, 1, 0)",1,VO2_mp-1102963_zTauVeK18D_zcGYnDFiMF,V4O8,10722,OH,-673.97763049,90,1,0.3730392800000288
13596,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,59,H2Cr16O34Zn8,"[0.9751964957490152, 0.9732801998995154]",mp-19410,"(1, 1, 0)",2,ZnCr2O4_mp-19410_TxvIWaLR16_5p54f7JJgi,Zn8Cr16O32,21011,OH,-400.64341069,60,2,-0.6052155749999883
22630,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,61,HO77Ta32,[1.5814567604319658],mp-1539317,"(1, 1, 2)",1,Ta2O5_mp-1539317_UjZ0FghIL3_QLvKVLnVg1,Ta4O10,11061,OH,-1047.91561886,110,1,-2.1670814800000078
18601,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,67,HBi16Mg4O33,[0.9824716924926018],mvc-10720,"(1, 1, -2)",1,Mg-BiO2-4_mvc-10720_zTgl3HlADz_2dLztwGKUN,Mg2Bi8O16,35141,OH,-298.49972853,54,1,0.9508333299999948
31978,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,92,H6Al28Co13O60,"[0.9824796256181991, 8.276476914740288, 0.9701985262380645, 0.9672759132098535, 0.991948980693769, 1.0441759523301481]",mp-37621,"(0, 1, 1)",6,Al2CoO4_mp-37621_J0s5OnzBbm_5MDx5IDIZU,Al24Co12O48,13129,OH,-709.44333127,107,6,-0.9379835583333432
19831,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,136,H2Au24O46Rb24,"[0.9774341463037034, 0.9798861828532551]",mp-7472,"(1, 2, 3)",2,RbAuO2_mp-7472_sI7yb1OphI_8tCJgpqKIF,Rb4Au4O8,19202,OH,-388.71517684,96,2,0.4449386749999746
78563,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,149,HO67Ta23V3,[0.9687262693238473],mp-17857,"(1, 0, 1)",1,Ta9VO25_mp-17857_mAfJHy8mLc_gymSzGhArd,Ta18V2O50,75764,OH,-862.03521666,94,1,-2.3588865199999702
12222,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,169,H4Cr24O70V12,"[0.9796320742146983, 0.9864124007661731, 0.9828895637746162, 1.5937291305845962]",mp-1101261,"(1, 0, 1)",4,VCr2O6_mp-1101261_TZjIBQ88bd_LofaB3qK1W,V2Cr4O12,914,OH,-800.21809557,110,4,0.8199953575000052
22275,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,214,HO47Rb16Se16,[7.9522903586705995],mp-1078830,"(2, 2, -1)",1,RbSeO3_mp-1078830_Aqum6QGu7O_UqFShEuuX0,Rb2Se2O6,80215,OH,-389.05107012,80,1,5.398291819999969
69380,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,222,HCa36Ir15O70,[1.7029957242633385],mp-540806,"(2, 2, 1)",1,Ca2IrO4_mp-540806_LtzIRt4QFZ_361cd6d1EP,Ca6Ir3O12,76428,OH,-784.35581379,122,1,1.1840632300000775
3899,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,243,HAl8Bi24O71,[0.9784188744584985],mp-1262087,"(0, 1, 0)",1,Al-BiO3-3_mp-1262087_eM3pJAhPov_rVTu6ZAOUd,Al4Bi12O36,79093,OH,-580.6736622,104,1,1.5896599600000345
11785,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,305,HBe36O43Zn12,[0.9702598551462758],mp-1227338,"(2, 1, 0)",1,Be3ZnO4_mp-1227338_T7apThNALs_D97zKbNgAB,Be6Zn2O8,17989,OH,-551.63357825,92,1,-2.260375620000019
10840,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,329,H4Co12O76Ta24,"[0.9740182402077736, 0.9811277225355769, 0.9851112230649092, 0.9871729866867567]",mp-31517,"(1, 1, 0)",4,Ta2CoO6_mp-31517_z3zVKViFi4_PwIGcOrkwQ,Ta4Co2O12,39237,OH,-1000.35227159,116,4,0.9980544025000028
27237,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,387,HMn12O49Se12,[1.0740552902155165],mp-555327,"(1, 3, 2)",1,MnSeO4_mp-555327_WGvToQ1ih3_UQOKw7jKrr,Mn4Se4O16,1398,OH,-443.794991,74,1,2.1504295000000013
73473,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,394,HCr32O77,[0.9809504913393715],mp-13869,"(0, 0, 1)",1,Cr5O12_mp-13869_q9eVvXKCo4_61YwmRMLfk,Cr20O48,72245,OH,-762.28363485,110,1,1.8143584799999812
33822,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,398,HCa16O45Os16,[0.9755019040122247],mp-1213970,"(0, 1, 0)",1,CaOsO3_mp-1213970_mGvgHmjXXQ_dkvDFOvaCB,Ca4Os4O12,28993,OH,-553.40560799,78,1,-2.095874640000062
78668,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,415,HO49W12Zn12,[0.993678779069753],mp-545622,"(1, 1, 0)",1,ZnWO4_mp-545622_JpAeZKzpSC_t6ENhrXbnM,Zn4W4O16,76708,OH,-469.45086399,74,1,-1.1660090100000104
75705,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,417,HCr32O73,[0.9778405464975274],mp-13869,"(0, 0, 1)",1,Cr5O12_mp-13869_9ofm0Lbmwe_6fBBpEzJ2W,Cr20O48,72550,OH,-745.1190311,106,1,1.61489198000001
3362,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,431,H2Ag10Li12O22,"[0.9722336321237947, 6.165081905434867]",mp-996988,"(2, 1, 0)",2,LiAgO2_mp-996988_J7d9upNFTs_V7FR9qxtfU,Li1Ag1O2,17498,OH,-198.81946365,46,2,-2.711040734999997
5909,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,452,H2Cr8O46Sb16,"[0.9776140971672115, 1.0088177330072794]",mp-1178419,"(1, 0, 1)",2,Cr-SbO3-2_mp-1178419_jQs8odzLpD_V33I0Kt0rp,Cr2Sb4O12,30239,OH,-451.51333851,72,2,1.99944137
70952,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,455,H5Ba24O77Pt22,"[1.9867284286966, 1.9485411073693886, 1.0225482224520772, 0.9745089404996177, 12.14571059348011]",mp-1183290,"(3, 3, 1)",5,BaPtO3_mp-1183290_PGnMT7WJO5_LTCE6qvoiz,Ba1Pt1O3,73751,OH,-737.93900415,128,5,0.6452543120000144
39685,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,506,HMg4O35W17,[0.9689474288777452],mvc-157,"(1, 2, 0)",1,Mg-WO2-4_mvc-157_fErqJGu1Kf_YZbW0G5LDM,Mg1W4O8,11832,OH,-392.43719705,57,1,-1.057340910000022
43288,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,521,H2Ir16O44,"[0.981509659558717, 0.9793338165792113]",mp-1021489,"(1, 0, 0)",2,2411243514_IrO3_mp-1021489_NZ0amhbqKS_7wz986QwNp,Ir1O3,43481,OH,-388.27383027,62,2,0.6226308999999901
15928,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,526,HCd8O33Sr24,[0.9706497405923703],mp-981103,"(2, 1, 1)",1,Sr3CdO4_mp-981103_WazjtOOyUW_yQu78mJ54J,Sr3Cd1O4,31642,OH,-353.01358739,66,1,-1.1152377699999931
75396,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,529,H2Al26Ir28O82,"[0.9669199645065968, 0.9842804876978414]",mp-1183133,"(3, 2, 2)",2,AlIrO3_mp-1183133_PwgkRUO0Jo_bBpHPWKF4I,Al1Ir1O3,68890,OH,-934.15863649,138,2,0.2702661949999481
39889,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,580,HMn16O56Sr32,[0.980492762821581],mp-767781,"(1, 0, 0)",1,Sr16Mn8O29_mp-767781_06xv0JzO3B_Ve6r3sAkSo,Sr16Mn8O29,37751,OH,-676.83913325,105,1,1.6246006400000113
14525,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,598,HHg24Na48O41,[0.9716516153828586],mp-4961,"(1, 1, 3)",1,Na2HgO2_mp-4961_9TgfDTGVTU_G62ikJDA7c,Na4Hg2O4,11399,OH,-380.47822494,114,1,0.1486928999999861
22893,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,605,HAu22Li24O49,[21.76186697959696],mp-996961,"(1, 2, 1)",1,LiAuO2_mp-996961_v4XeVCUDFD_6KOIwqwQTR,Li4Au4O8,5857,OH,-433.49690373,96,1,0.8017009300000097
6521,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,607,HAu24Cd24O45,[0.9763396009230667],mp-997036,"(1, -1, -1)",1,CdAuO2_mp-997036_0m7MyCxq7H_MyfYfGZLPJ,Cd2Au2O4,24805,OH,-367.26118559,94,1,1.0040748999999494
18497,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,615,H4As12Hg12O48,"[1.0257922252486207, 0.9885267848171959, 2.418716507118939, 10.786136913235074]",HgAsO4-rutile,"(2, 1, 3)",4,HgAsO4_HgAsO4-rutile_Vi4FJRhRGc_d9Eqp9J81o,Hg1As1O4,3886,OH,-358.4508688,76,4,0.7117548999999883
16732,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,623,HMn16O63Pd16,[0.98341007079907],MnPdO4-rutile,"(1, 0, 1)",1,MnPdO4_MnPdO4-rutile_9sshx1GbHE_mjhHxWtYS4,Mn1Pd1O4,36168,OH,-577.68689844,96,1,1.2081295399999306
73542,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,628,HO51Sn18Sr18,[0.9687123776985062],mp-546973,"(3, 1, 0)",1,SrSnO3_mp-546973_YKnLFlm2D8_y4g49WgNZc,Sr1Sn1O3,70495,OH,-534.64891623,88,1,-1.846486370000008
29729,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,632,H3Nb8O57V16,"[0.9765770117840796, 0.9751371357537106, 0.9803119037377522]",mp-773430,"(1, 0, 0)",3,NbV2O7_mp-773430_yj0lG7vro3_CmryTscDYW,Nb4V8O28,1501,OH,-655.0861048,84,3,0.5393903566666438
34858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,635,HAg4O68V28,[2.7832417432035244],mp-1216494,"(1, 1, 1)",1,V6AgO15_mp-1216494_nqwQW7Tpe1_hgNjKMHzfE,V12Ag2O30,21589,OH,-715.34872597,101,1,6.656414000000012
78680,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,636,HBi24K22O69,[9.250758537429283],mp-863367,"(0, 1, 0)",1,KBiO3_mp-863367_CAQBYMKba3_fCgp7vAIn7,K12Bi12O36,80109,OH,-589.52647795,116,1,0.7096055600000852
34082,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,650,HCu3O25Ti9,[0.9864681564741624],mp-1103016,"(1, 0, 1)",1,Ti3CuO8_mp-1103016_fZt2m3iKuA_9PvjTUy52k,Ti3Cu1O8,24393,OH,-289.79857403,38,1,0.7843514899999775
75423,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,651,HBa12Cs12O19,[0.9710583574731465],mp-752539,"(1, 1, -1)",1,Cs2Ba2O3_mp-752539_HkBuV6yf7h_ShKRFh0ecb,Cs4Ba4O6,76888,OH,-204.39003508,44,1,-0.9374557200000028
17004,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,667,HLi48O33W6,[0.9688454145250985],mp-755616,"(0, 0, 1)",1,Li8WO6_mp-755616_OPZRS0Jrdh_zkZIcq5g4B,Li24W3O18,29649,OH,-454.93435913,88,1,-3.1811412400000165
10248,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,690,H3As12Hg12O43,"[0.9920217233997104, 10.666101658781136, 0.9793806264234614]",HgAsO4-rutile,"(2, -1, 1)",3,HgAsO4_HgAsO4-rutile_fiXldU3kec_OKHgGZHBY2,Hg1As1O4,27172,OH,-331.59795998,70,3,-0.3631682966666574
18632,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,727,HBa30O49Pt12,[0.9727267843138001],mp-29787,"(1, 0, 0)",1,Ba5Pt2O9_mp-29787_qEtcLxQcct_S7c3suAMG0,Ba15Pt6O27,1996,OH,-544.21946173,92,1,-0.170220119999982
34341,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,730,H2O30Pd7Te8,"[0.977585796700071, 0.9878758446052268]",TePdO4-rutile,"(2, 1, 2)",2,TePdO4_TePdO4-rutile_1X1RnxZDfY_wQhahiC8JV,Te1Pd1O4,19071,OH,-247.09474256,47,2,0.8770402150000081
21242,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,733,HO34W17Zn4,[0.970981344312267],mvc-3110,"(1, 0, 2)",1,Zn-WO2-4_mvc-3110_pQI1PE5OsN_NzA8BBVRRA,Zn1W4O8,80523,OH,-376.93234969,56,1,-1.272323210000053
24853,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,743,H2Ca6O18Ru5,"[0.9724960852933197, 0.9715331942458125]",mp-1016835,"(2, 1, 0)",2,CaRuO3_mp-1016835_9SBYLjyMNG_bzZfjiPjwH,Ca1Ru1O3,12829,OH,-204.80529804,31,2,-0.4091630899999927
24800,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,780,HGe16Mg32O65,[1.011660717899526],mp-3904,"(1, 0, 0)",1,Mg2GeO4_mp-3904_dcOUQ3ASh5_dbErXTBjf4,Mg16Ge8O32,38384,OH,-691.30458382,114,1,1.7757082800000887
32798,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,789,HCa16O63Se24,[1.0044427928795714],mp-28535,"(1, 0, 1)",1,Ca2Se3O8_mp-28535_kUXY3Lkaj5_B9RSNuNZTs,Ca4Se6O16,79115,OH,-589.0700743,104,1,-0.1803031299999986
19762,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,792,HBi12O57Ti24,[0.9702608518471242],mp-28962,"(1, 1, -1)",1,Ti4Bi2O11_mp-28962_2QX0iJUl5s_K6vLSauGuE,Ti8Bi4O22,32909,OH,-728.85242456,94,1,-1.5547451899999771
78213,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,798,HLi16O65Ti32,[0.9661562435817054],mp-5670,"(1, 0, 0)",1,LiTi2O4_mp-5670_3RcDo1Oo3U_muGkcX8LtQ,Li8Ti16O32,81378,OH,-912.02006769,114,1,-1.4573460800000078
11815,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,806,HCd32Ge16O65,[0.9917324631237301],mp-3917,"(1, 0, 0)",1,Cd2GeO4_mp-3917_KITWeqwYWV_h0XT4wVzfL,Cd8Ge4O16,18202,OH,-563.63950306,114,1,-1.2581989000000533
30130,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,814,HNa40O37Sb8,[0.9720921323261543],mp-1101682,"(0, 1, 1)",1,Na5SbO5_mp-1101682_7wLxtZyUHo_lb5TfFfOKe,Na10Sb2O10,26855,OH,-393.70717292,86,1,-1.010777950000005
68505,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,835,H13O73Sb16Sn16,"[0.9920035638065224, 1.0316052349705056, 0.9917440623905202, 0.9712852922336429, 0.9809634567278801, 0.989882826764968, 0.9907127315573712, 3.2708111575836964, 0.9784197972839267, 0.9915860892223188, 1.033193166773525, 0.9789358284253695, 1.009635374629885]",mp-1218921,"(1, 0, 1)",13,SnSbO4_mp-1218921_muU2KOULpP_xtg1LzpLom,Sn2Sb2O8,72575,OH,-678.1166231,118,13,0.9605631838461542
35220,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,840,HFe17MgO31,[0.9813150552793268],mp-754288,"(0, 1, 0)",1,MgFe11O18_mp-754288_PPbt9ddCST_DjHYdtKY8o,Mg1Fe11O18,21022,OH,-309.7595385,50,1,2.171065729999981
4664,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,851,HO41V16Y16,[0.9706597065121687],mp-18883,"(0, 1, 0)",1,YVO3_mp-18883_eOoMxAOuM7_8ityKz44nq,Y4V4O12,16896,OH,-604.91900302,74,1,-2.016853330000032
70793,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,878,HO53Re24,[0.9746385444082837],mp-1095546,"(1, 2, 0)",1,ReO2_mp-1095546_evfiu4YLIT_vUR1iNDeHC,Re4O8,71576,OH,-648.93902239,78,1,-0.7316035799999838
19879,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,887,H2Mg8Mo16O50,"[7.288488290118113, 0.9733305749740232]",mp-27604,"(0, 1, 0)",2,MgMo2O7_mp-27604_7H8YRIDEzD_9UO4QVSv5z,Mg4Mo8O28,6796,OH,-506.97346417,76,2,0.286609569999996
7352,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,904,HNi36O45,[8.332433011084683],mp-656887,"(2, 0, 3)",1,Ni3O4_mp-656887_hljNSUpVBS_UeWzHDgVeU,Ni6O8,20005,OH,-365.86340458,82,1,-1.8735718300000317
75224,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,917,HFe71O97,[1.045824975724931],mp-1277436,"(1, 1, 0)",1,Fe3O4_mp-1277436_vMUcISya8Z_gywOsEXKZd,Fe12O16,71898,OH,-1099.72451966,169,1,-3.3734174199999245
40575,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,964,HO35Sr40,[0.975836740386682],mp-754824,"(2, 0, 3)",1,SrO_mp-754824_psgThU8yyk_vRvIP3sCVI,Sr2O2,2622,OH,-418.12907948,76,1,-3.797141919999973
37504,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,979,HBa16Hf16O41,[0.9726100126699333],mp-998552,"(1, 1, 0)",1,BaHfO3_mp-998552_xx8ovqRrZZ_CtVsr9eGjt,Ba1Hf1O3,3185,OH,-606.69541635,74,1,-2.906190379999913
68845,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1039,HCs34O31Tl10,[9.684978468476734],mp-768537,"(1, 0, 1)",1,Cs3TlO3_mp-768537_VZdHlPYh80_VYYt7CKvQl,Cs12Tl4O12,78495,OH,-284.33512525,76,1,0.0372448700000234
28911,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1056,H6Au24O42Pd24,"[0.9769482488895275, 0.9772477917923951, 0.9870553688936844, 0.9757224295497666, 0.994194243198985, 0.9767768499744481]",mp-997099,"(1, 0, 0)",6,PdAuO2_mp-997099_4taZt43UZv_dvNCb3KH26,Pd2Au2O4,15432,OH,-442.74190568,96,6,-0.0932973266666673
12402,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1061,H3Bi20Lu16O55,"[10.935339506376422, 0.9755847393919559, 1.8152197288291365]",mp-772801,"(1, 0, 1)",3,LuBiO3_mp-772801_RNGWLhXCS6_n7CFzVOH5U,Lu6Bi6O18,24475,OH,-631.92912689,94,3,0.689919966666641
158,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1068,HMg27O43Zn12,[3.6658566076352184],mp-1222142,"(1, 0, 1)",1,Mg3ZnO4_mp-1222142_phwPZbnrRU_x1Ghg5ecFk,Mg9Zn3O12,2838,OH,-424.58580044,83,1,-1.85950268000002
32235,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0001.lmdb,1104,HCr16O69Ti32,[0.9715075665515259],mp-19369,"(1, 1, -2)",1,Ti2CrO5_mp-19369_87vtz5q6A5_m9S1DLcZ1h,Ti8Cr4O20,14154,OH,-990.51331106,118,1,-1.5791762299999448
10519,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,13,H2Co28Cu12O51,"[0.971519162842282, 0.9777113244495064]",mp-39091,"(2, 0, -1)",2,Co2CuO4_mp-39091_qRSshd9GMR_agJMhs2ANq,Co12Cu6O24,79154,OH,-515.40565871,93,2,-0.7447526349999976
41292,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,19,HAu12K10O23,[7.578724611469752],mp-27418,"(1, 1, 2)",1,414325470_KAuO2_mp-27418_DgtT9hlNTS_fv6J7OxSvh,K1Au1O2,44609,OH,-194.61290355,46,1,-0.5216738199999895
71146,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,35,H5Cs24O29Tl24,"[9.504326416354148, 9.961636997200921, 0.9706401328295778, 0.9746616380186706, 0.9749111858819677]",mp-1205877,"(2, 1, 2)",5,CsTlO_mp-1205877_BBA2qcLhvM_Skt6oZwkWo,Cs4Tl4O4,74063,OH,-307.13276043,82,5,0.7826104619999967
21751,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,45,HAu18K54O16,[0.9847288689888981],mp-9200,"(3, 1, 1)",1,K3AuO_mp-9200_fvoFeJVkDR_rMsLAFc8Tv,K3Au1O1,17650,OH,-250.21439071,89,1,2.053181309999985
18843,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,64,HFe6O65Se22,[0.9896461371037806],mp-1181664,"(0, 1, 0)",1,Fe-SeO3-3_mp-1181664_aOY5mhGd9E_iEOjcxnW8F,Fe4Se12O36,81296,OH,-493.44968321,94,1,5.654432230000026
40313,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,86,HNa28O33Zn16,[0.9720593469255092],mp-29488,"(0, 1, 0)",1,Na2ZnO2_mp-29488_zSrSajkhym_rqpO9MCWXv,Na8Zn4O8,80632,OH,-316.60940294,78,1,1.1939154200000246
11303,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,128,HCr8O69Si32,[0.9683248943591821],mp-779017,"(1, -2, -1)",1,Cr-Si2O5-2_mp-779017_LN3dVQU4oh_qwzPZgr3U1,Cr2Si8O20,1566,OH,-828.95880578,110,1,-1.8351944400000375
32223,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,130,HCr38O69Ti6,[0.9948512805318346],mp-753458,"(2, 1, 2)",1,TiCr7O12_mp-753458_PjdmC1A5yz_XM0VAUcrpM,Ti1Cr7O12,1223,OH,-883.27681145,114,1,2.368070430000074
8019,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,131,HBi24Fe24O65,[2.8841566242117262],mp-645159,"(0, 1, 0)",1,FeBiO3_mp-645159_vAgQmPINsi_QHGUdbCKeG,Fe4Bi4O12,8101,OH,-683.4282104,114,1,6.779650730000043
69657,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,142,HMg4O37Sb16,[1.000116697263314],mvc-10218,"(1, 0, 1)",1,MgSb4O9_mvc-10218_W9Aoe0pIDN_vRLRAd9dgi,Mg2Sb8O18,69331,OH,-334.59520305,58,1,-0.8093102100000067
71027,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,168,H3O51Sn12Ti12,"[0.9986942466209932, 1.0321324119316728, 8.911622404407971]",mp-1216649,"(2, 1, 1)",3,TiSnO4_mp-1216649_hW4gi96cAm_QoGqs5Y55y,Ti2Sn2O8,75266,OH,-560.36051623,78,3,1.5900922133333115
3083,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,175,H3Cr16O63Ta16,"[1.0621496715612744, 0.9748321439340591, 0.9761296176752119]",mp-753467,"(1, 0, 0)",3,TaCrO4_mp-753467_DIX8gPrkqd_WTlFPpMoI0,Ta4Cr4O16,11921,OH,-856.26174315,98,3,-0.4661587500000053
71818,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,199,HBi18O75Ru22,[8.481179142883644],mp-504468,"(1, 0, 0)",1,Bi3Ru3O11_mp-504468_0aSo5V0Wcs_Wg9jYz1zWE,Bi12Ru12O44,81240,OH,-761.46142514,116,1,2.244198310000087
32761,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,206,HCr32Fe14O65,[0.9791415952073753],mp-1104680,"(1, 0, 0)",1,Cr2FeO4_mp-1104680_qrew9ekyrt_mZGkenC4Gw,Cr8Fe4O16,35135,OH,-833.60356751,112,1,0.5957775900000968
14827,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,207,HAg8Bi8O21,[0.9771392737147717],mp-775774,"(0, 2, 1)",1,AgBiO3_mp-775774_rH8IlK4Pm2_1Ub2WejoLt,Ag4Bi4O12,34056,OH,-183.71287805,38,1,1.0126742299999876
8165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,210,H2Ge32O56,"[1.030210520127603, 0.9736037061926031]",mp-1190549,"(1, 1, -1)",2,GeO2_mp-1190549_4mJ7PBMMXD_DDZWfUKlpk,Ge16O32,36126,OH,-554.33283559,90,2,1.2441180050000469
31522,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,218,HNa32O45Zn32,[0.9765317135848764],mp-8086,"(1, 2, 0)",1,Na2Zn2O3_mp-8086_PPP63vk39K_WZet5CFTwq,Na4Zn4O6,17341,OH,-437.26597812,110,1,-0.2642802900000163
74787,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,223,HLi8O121Ti60,[0.9725642549668769],mp-760093,"(0, 1, 0)",1,LiTi8O16_mp-760093_msNOCRaPJe_dU9Ci4aCx2,Li4Ti32O64,68870,OH,-1631.09996441,190,1,-1.2051099499999791
1278,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,230,H2Nb16O62Rh16,"[0.9784979299232661, 0.9789560996254529]",mp-756638,"(1, 0, 0)",2,NbRhO4_mp-756638_qWauustnPx_Thizdd7RAZ,Nb4Rh4O16,35977,OH,-747.1040412,96,2,0.1483657600000185
19114,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,231,H4Ge16O56Ru16,"[8.776599625971818, 0.9758315820080165, 0.9796011408086843, 1.053245685802888]",GeRuO4-rutile,"(1, 1, 2)",4,GeRuO4_GeRuO4-rutile_plnTo9FlgY_lYfMClvIF7,Ge1Ru1O4,263,OH,-598.51763823,92,4,-0.1020686500000067
