,system_id,bulk_id,miller_index,nads,bulk_symbols,slab_sid,ads_symbols,adsorption_energy
433,41543,mp-5495,"(0, 1, 0)",1,Ag4Pd2O4,42649,O,2.6212215199999753
434,5309,mp-5495,"(2, 1, 1)",1,Ag4Pd2O4,18976,O,1.0632897499999932
435,24225,mp-5495,"(1, 3, 3)",1,Ag4Pd2O4,1423,HO2,1.8182368600000107
436,34292,mp-5495,"(1, 2, 0)",1,Ag4Pd2O4,25979,O,0.8920443100000146
437,23428,mp-5495,"(1, 0, 1)",1,Ag4Pd2O4,31554,O2,3.906185740000005
438,41431,mp-5495,"(1, 0, 1)",1,Ag4Pd2O4,40930,OH,-1.1818866800000103
439,42223,mp-5495,"(1, 0, 2)",3,Ag4Pd2O4,44613,OH,0.6968764299999934
441,12856,mp-5495,"(1, 2, 0)",1,Ag4Pd2O4,25979,H2O,-2.184037869999992
442,44155,mp-5495,"(1, 0, 2)",1,Ag4Pd2O4,44613,O2,4.027581489999982
444,19519,mp-5495,"(2, 1, 1)",1,Ag4Pd2O4,18976,HO2,1.9727759999999797
445,1099,mp-5495,"(1, 0, 1)",1,Ag4Pd2O4,31554,O,1.2429104999999911
447,43971,mp-5495,"(1, 1, 3)",1,Ag4Pd2O4,44449,O2,3.696212549999977
449,16786,mp-5495,"(1, 0, 1)",1,Ag4Pd2O4,31554,HO2,3.4514921699999923
450,27802,mp-5495,"(1, 0, 2)",2,Ag4Pd2O4,316,O,2.176301324999995
453,24639,mp-997007,"(1, 1, -1)",1,Ag4Pt4O8,35307,HO2,1.0832168200000158
455,33880,mp-997007,"(0, 2, 1)",1,Ag4Pt4O8,37552,OH,0.04733350000001682
457,8589,mp-997007,"(0, 1, 1)",1,Ag4Pt4O8,12233,HO2,2.14241584000001
458,16386,mp-997007,"(1, 0, 0)",1,Ag4Pt4O8,23741,O,0.29582317999998264
459,1311,mp-997007,"(0, 2, 1)",6,Ag4Pt4O8,37552,O,2.7348155516666734
464,6698,mp-997007,"(0, 2, 1)",1,Ag4Pt4O8,38679,OH,-0.148603749999969
467,19907,mp-997007,"(2, 1, -2)",4,Ag4Pt4O8,3324,O,1.972198752500004
469,10774,mp-997007,"(2, 2, 1)",2,Ag4Pt4O8,31025,O,1.3085234500000216
470,10984,mp-997007,"(0, 1, 1)",2,Ag4Pt4O8,12233,O,1.2448816600000019
472,28600,mp-997007,"(2, 1, -2)",1,Ag4Pt4O8,3324,H2O,-1.527048439999982
473,4892,mp-997007,"(0, 2, 1)",1,Ag4Pt4O8,38679,HO2,3.375623730000027
474,30776,mp-997007,"(1, 0, -1)",1,Ag4Pt4O8,10853,O2,4.805599280000017
475,25438,mp-997007,"(1, 1, -1)",1,Ag4Pt4O8,35307,H2O,-0.4809127500000105
476,19203,mp-997007,"(1, 0, 0)",1,Ag4Pt4O8,23741,H2O,-0.048162069999984
479,31915,mp-997007,"(0, 2, 1)",2,Ag4Pt4O8,38679,O,2.088477460000005
481,7897,mp-755834,"(0, 2, 1)",2,Ag4Sn4O12,21646,O,2.308032864999999
484,23537,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,15015,HO2,3.4179925999999887
485,6738,mp-755834,"(0, 2, 1)",3,Ag4Sn4O12,21646,OH,0.1326986033333238
486,10429,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,2850,HO2,3.53515881999999
490,26496,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,15015,H2O,-0.3946511000000274
492,9954,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,15015,OH,0.13420443999994291
493,8590,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,2850,H2O,-0.3017779800000486
495,10215,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,2850,O2,4.901255020000001
497,441,mp-755834,"(0, 2, 1)",1,Ag4Sn4O12,6131,HO2,4.05737657999998
498,83299,mp-22286,"(1, 1, 0)",1,Ag5Pb2O6,83593,H2O,-0.4783409699999996
500,83220,mp-22286,"(1, 1, 0)",1,Ag5Pb2O6,83593,HO2,3.936990019999994
501,83575,mp-22286,"(1, 1, 0)",1,Ag5Pb2O6,83593,OH,0.6448097799999835
502,74411,mp-23548,"(1, 0, -2)",1,Ag6Bi6O18,72963,O2,4.92901036
503,77163,mp-23548,"(1, 1, 0)",6,Ag6Bi6O18,71592,O,2.731123946666664
505,78150,mp-23548,"(0, 0, 1)",1,Ag6Bi6O18,70161,O,-1.4432401200000153
506,76866,mp-23548,"(1, 0, 1)",3,Ag6Bi6O18,72142,O,1.8584057400000116
509,68812,mp-23548,"(1, 0, -2)",3,Ag6Bi6O18,76994,OH,1.2796994333333294
511,72059,mp-23548,"(1, 0, 1)",1,Ag6Bi6O18,72142,H2O,-0.3561941400000084
513,75879,mp-23548,"(1, 0, -2)",1,Ag6Bi6O18,76994,HO2,4.769567129999925
515,72957,mp-23548,"(1, 0, 1)",2,Ag6Bi6O18,75848,O,2.4427620200000013
516,68948,mp-23548,"(1, 0, 1)",1,Ag6Bi6O18,72142,HO2,5.242027280000056
517,73345,mp-23548,"(1, 0, -2)",1,Ag6Bi6O18,72963,OH,1.5242666000000131
518,75974,mp-23548,"(1, 0, 1)",1,Ag6Bi6O18,75848,HO2,3.6636996099999783
521,75518,mp-23548,"(1, 0, -2)",1,Ag6Bi6O18,76994,O,1.1208917399999596
523,72614,mp-23548,"(0, 0, 1)",1,Ag6Bi6O18,70161,HO2,0.2311574999999923
525,38824,mp-1205440,"(0, 1, 0)",1,Ag6Mo10O33,20968,HO2,2.970924869999974
527,3045,mp-1205440,"(0, 1, 0)",1,Ag6Mo10O33,20968,H2O,-0.8763960500000341
528,17713,mp-504579,"(1, 0, 0)",1,Ag6Mo10O33,37500,HO2,1.4180669800000463
529,14364,mp-545999,"(1, 1, 0)",1,Ag6Sb6O18,12306,HO2,3.4974015399999963
530,16496,mp-545999,"(1, 1, 0)",3,Ag6Sb6O18,12306,O,1.5666084600000048
531,2628,mp-545999,"(1, 1, 0)",1,Ag6Sb6O18,12306,H2O,-0.0938266399999694
535,24093,mp-558712,"(0, 0, 1)",1,Ag8Bi4O12,15110,OH,1.074989220000001
536,39415,mp-558712,"(0, 0, 1)",1,Ag8Bi4O12,15110,HO2,4.755215389999987
537,36842,mp-558712,"(0, 0, 1)",1,Ag8Bi4O12,15110,O2,4.955808449999999
540,30809,mp-983589,"(1, 0, 1)",2,Ag8Ge4O12,26319,OH,1.2282003300000022
541,31057,mp-983589,"(1, 0, 0)",2,Ag8Ge4O12,1247,O,1.6367742550000035
542,11326,mp-983589,"(1, 0, 1)",1,Ag8Ge4O12,26319,O2,15.494199710000023
543,35502,mp-983589,"(1, 0, 0)",2,Ag8Ge4O12,1247,O,0.2407320700000046
544,17849,mp-983589,"(1, 0, 1)",1,Ag8Ge4O12,26319,H2O,-0.5302998799999674
546,25375,mp-983589,"(1, 0, 1)",2,Ag8Ge4O12,24148,O,1.966859740000016
549,13520,mp-983589,"(1, 0, 1)",1,Ag8Ge4O12,24148,O,3.5016885100000343
551,6311,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,5271,HO2,3.6846333999999934
552,1533,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,17703,O2,4.953480049999989
553,1940,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,3396,O2,5.451178529999986
555,38087,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,17703,O,1.003426219999992
557,10877,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,5271,O2,4.753718990000003
558,31233,mp-29816,"(1, 1, 0)",3,Ag8Hg4O8,5271,O,2.252026023333332
559,934,mp-29816,"(1, 0, 0)",3,Ag8Hg4O8,6315,O,2.270861810000002
561,38353,mp-29816,"(1, 0, 0)",1,Ag8Hg4O8,6315,O2,4.581192940000001
562,13248,mp-29816,"(1, 1, 0)",1,Ag8Hg4O8,17703,OH,0.6976931599999807
564,33212,mp-29816,"(1, 1, 0)",4,Ag8Hg4O8,25528,O,2.742937019999997
567,83194,mp-20210,"(1, 1, -2)",2,Ag8Pb4O8,83446,O,1.9237422350000175
569,40704,mp-16913,"(0, 1, 0)",2,Ag8Se4O12,19494,O,1.7659528350000049
572,17023,mp-759209,"(2, -1, 2)",1,Ag8Sn4O12,16787,HO2,4.73619879
573,35497,mp-759209,"(2, -1, 2)",1,Ag8Sn4O12,11894,HO2,3.9864027300000076
574,11559,mp-759209,"(1, 1, 0)",2,Ag8Sn4O12,31330,O,2.239005364999995
576,39996,mp-759209,"(2, -1, 2)",1,Ag8Sn4O12,16787,O2,4.9475051200000095
578,20877,mp-759209,"(2, -1, 2)",2,Ag8Sn4O12,16787,O,2.4470489450000037
579,38935,mp-1214826,"(1, 1, 1)",1,Al10Sb6O32,4212,HO2,4.396061040000004
580,36179,mp-1214826,"(1, 1, 1)",1,Al10Sb6O32,4212,OH,0.7046757199999922
581,20300,mp-1214826,"(1, 1, 1)",1,Al10Sb6O32,4212,O2,5.044686860000006
582,38042,mp-1214826,"(1, 1, 1)",1,Al10Sb6O32,4212,O,1.8562400400000147
583,19839,mp-34728,"(1, 1, 1)",1,Al12Cu6O24,17918,HO2,2.925935509999929
584,5023,mp-1143,"(0, 0, 1)",1,Al12O18,15951,HO2,2.7541929000000187
585,28735,mp-1143,"(0, 0, 1)",1,Al12O18,15951,OH,-0.5921828399999833
586,40218,mp-1143,"(0, 0, 1)",1,Al12O18,26725,HO2,-5.38856083000002
587,1413,mp-1143,"(0, 0, 1)",4,Al12O18,26725,O,-3.052765057499999
588,2040,mp-1143,"(0, 0, 1)",1,Al12O18,15951,H2O,-1.106590309999996
589,14218,mp-1143,"(0, 0, 1)",1,Al12O18,26725,H2O,-3.5242217300000167
590,12855,mp-1143,"(0, 0, 1)",2,Al12O18,15951,O,1.8394604800000116
592,72831,mp-1190488,"(1, 0, 1)",1,Al16Cd4O28,79461,HO2,-4.585789260000072
593,77546,mp-1190488,"(1, 0, 1)",3,Al16Cd4O28,76009,OH,-2.8465603600000122
594,75009,mp-1190488,"(1, 0, 1)",1,Al16Cd4O28,76009,HO2,0.5975521299999944
595,71687,mp-1190488,"(0, 1, 0)",2,Al16Cd4O28,79400,O,1.7609703899999805
597,78484,mp-1190488,"(1, 0, 1)",1,Al16Cd4O28,76009,H2O,-9.381867770000037
598,76057,mp-1190488,"(1, 0, 1)",2,Al16Cd4O28,71338,O,-4.674022869999962
601,73632,mp-1190488,"(1, 0, 1)",2,Al16Cd4O28,79461,OH,-3.099706165000006
602,76863,mp-1190488,"(1, 0, 1)",1,Al16Cd4O28,71338,OH,-3.237130249999969
604,78912,mp-1190488,"(0, 1, 0)",4,Al16Cd4O28,79400,O,1.7496625524999818
605,77342,mp-1190488,"(0, 1, 0)",2,Al16Cd4O28,73857,O,1.8049529000000155
606,75029,mp-1190488,"(1, 0, 1)",1,Al16Cd4O28,71338,HO2,-9.631544889999986
607,78527,mp-1190488,"(1, 0, 1)",9,Al16Cd4O28,79461,O,-2.041877303333332
609,70611,mp-1190488,"(1, 0, 1)",2,Al16Cd4O28,79461,O,-3.667540914999992
611,77084,mp-1190488,"(0, 1, 0)",1,Al16Cd4O28,73857,HO2,0.4816875300000423
612,24877,mp-36866,"(1, 1, 0)",1,Al16Cd8O32,9301,H2O,-1.718550029999955
613,30323,mp-36866,"(1, 1, 0)",1,Al16Cd8O32,2554,OH,1.0171439099999395
614,34446,mp-36866,"(1, 1, 0)",2,Al16Cd8O32,9301,O,2.6409783900000128
617,23321,mp-36866,"(1, 1, 0)",2,Al16Cd8O32,2554,O,2.4490147949999517
619,34707,mp-36866,"(1, 1, 0)",2,Al16Cd8O32,9301,O,2.489878930000001
620,38823,mp-36447,"(1, 0, 0)",1,Al16Co8O32,79375,OH,3.602823680000009
621,24545,mp-36447,"(1, 0, 0)",2,Al16Co8O32,80391,O,2.3396406600000126
624,32236,mp-36447,"(1, 0, 0)",6,Al16Co8O32,17150,O,2.941514186666673
625,40147,mp-36447,"(1, 0, 0)",2,Al16Co8O32,79375,O,3.8872105299999737
627,10580,mp-36447,"(1, 0, 0)",2,Al16Co8O32,17150,O,2.242618295000026
629,31269,mp-36447,"(1, 0, 0)",1,Al16Co8O32,28449,HO2,1.9975504399999384
630,22676,mp-36447,"(1, 0, 0)",1,Al16Co8O32,80391,HO2,4.317369589999996
631,35642,mp-36447,"(1, 0, 0)",2,Al16Co8O32,80391,O,2.6645200650000027
632,8383,mp-36447,"(1, 0, 0)",1,Al16Co8O32,79375,H2O,1.2957405400000024
634,37151,mp-30084,"(0, 0, 1)",1,Al16Fe8O32,36045,HO2,2.564189380000014
635,20384,mp-30084,"(1, 0, 1)",3,Al16Fe8O32,9289,OH,1.088966946666668
637,3936,mp-30084,"(1, 0, 0)",1,Al16Fe8O32,35618,O,1.573763539999985
638,30539,mp-30084,"(0, 0, 1)",1,Al16Fe8O32,36045,O,1.8815634000000303
640,27111,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,38717,H2O,-0.4695600300000198
645,31835,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,24953,H2O,-2.4590185900000225
646,40131,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,38717,HO2,4.034034840000001
649,39369,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,24357,H2O,-6.289579050000038
650,20043,mp-756317,"(1, 0, 0)",2,Al16Hg8O32,29842,O,2.49289187000002
651,3757,mp-756317,"(1, 1, 0)",1,Al16Hg8O32,11606,HO2,3.424514810000003
652,8323,mp-756317,"(1, 0, 0)",2,Al16Hg8O32,29842,O,2.4898660550000193
653,2078,mp-756317,"(1, 1, 0)",2,Al16Hg8O32,11606,O,2.4757534499999827
654,26304,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,24953,OH,-2.830298689999969
655,82411,mp-756317,"(1, 0, 0)",1,Al16Hg8O32,82795,O,2.831914320000036
656,5836,mp-756317,"(1, 0, 0)",4,Al16Hg8O32,38717,O,3.2453905675000083
657,82780,mp-756317,"(1, 1, 0)",1,Al16Hg8O32,81551,O,1.93721757999995
658,25382,mp-2254,"(1, 0, 0)",1,Al16O24,21405,HO2,-4.633482299999971
662,34634,mp-2908,"(1, 1, 0)",2,Al16Zn8O32,34594,O,1.9811403149999738
663,82251,mp-2908,"(1, 1, 0)",4,Al16Zn8O32,81501,O,3.01944631750001
664,14257,mp-2908,"(1, 1, 0)",3,Al16Zn8O32,17847,O,3.374328396666658
665,82370,mp-2908,"(1, 0, 0)",1,Al16Zn8O32,82019,HO2,3.6235560699999474
668,82110,mp-2908,"(1, 1, 0)",1,Al16Zn8O32,81501,OH,2.075785119999958
669,8412,mp-2908,"(1, 1, 0)",1,Al16Zn8O32,26112,O,1.3771563499999762
671,33938,mp-2908,"(1, 1, 0)",2,Al16Zn8O32,34594,OH,-0.40101889000000823
672,19843,mp-2908,"(1, 1, 0)",1,Al16Zn8O32,26112,H2O,-0.980390100000017
674,82416,mp-2908,"(1, 1, 0)",1,Al16Zn8O32,81501,H2O,-1.00653763000002
675,83082,mp-2908,"(1, 0, 0)",1,Al16Zn8O32,82019,H2O,-1.341360160000017
676,69938,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,68904,HO2,-4.620337099999918
678,68725,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,71715,H2O,-1.7608427899999644
681,73112,mp-757340,"(0, 0, 1)",2,Al19Cr1O30,71715,O,2.302877445000005
682,69867,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,77071,O,-2.4309049299999708
684,75138,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,68904,OH,-1.258548079999988
686,75738,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,73811,H2O,-1.0652232799999355
689,68889,mp-757340,"(0, 0, 1)",1,Al19Cr1O30,71715,O2,4.668062270000057
692,42915,mp-23080,"(2, 2, 1)",2,Al1Bi1O3,44353,O,0.5824301650000028
693,5532,mp-23080,"(1, 1, 0)",1,Al1Bi1O3,24883,HO2,-13.038987689999999
696,19563,mp-23080,"(1, 1, 0)",6,Al1Bi1O3,24883,O,-3.099127748333324
697,16412,mp-23080,"(3, 3, 1)",1,Al1Bi1O3,11391,O2,5.02263932999994
698,12364,mp-23080,"(3, 3, 1)",1,Al1Bi1O3,29817,H2O,-1.0942412699999924
699,18381,mp-23080,"(1, 1, 0)",1,Al1Bi1O3,24883,O2,-16.44683801999998
701,43746,mp-23080,"(3, 1, 0)",1,Al1Bi1O3,42751,O,-2.2589115699999835
703,44162,mp-23080,"(2, 1, 1)",2,Al1Bi1O3,42406,H2O,-1.2227934900000097
704,43241,mp-23080,"(1, 1, 1)",2,Al1Bi1O3,45517,O,-2.8183931050000006
707,21440,mp-23080,"(3, 3, 1)",2,Al1Bi1O3,11391,O,2.1271697800000005
709,9926,mp-23080,"(1, 1, 1)",2,Al1Bi1O3,3768,O,2.329238915000017
710,41688,mp-23080,"(3, 1, 0)",2,Al1Bi1O3,42751,O,-2.981384910000005
711,41245,mp-23080,"(2, 2, 1)",12,Al1Bi1O3,44353,O,2.177259007499996
713,28023,mp-23080,"(2, 1, 0)",1,Al1Bi1O3,9409,H2O,-1.0554268900000014
714,37373,mp-23080,"(1, 1, 1)",1,Al1Bi1O3,3768,HO2,3.131965930000033
716,16245,mp-23080,"(1, 1, 1)",5,Al1Bi1O3,3768,O,2.887919476000006
718,36781,mp-23080,"(2, 1, 0)",1,Al1Bi1O3,9409,O,1.3104559299999867
720,15461,mp-23080,"(3, 3, 1)",1,Al1Bi1O3,11391,H2O,-0.6384896200000814
721,19348,mp-23080,"(1, 1, 1)",2,Al1Bi1O3,16872,O,2.261136445000003
722,45633,mp-23080,"(2, 2, 1)",2,Al1Bi1O3,44353,OH,-1.785033645000018
723,15495,mp-23080,"(2, 1, 0)",1,Al1Bi1O3,9409,HO2,1.8243564299999921
724,42150,mp-23080,"(2, 1, 1)",2,Al1Bi1O3,42406,O,-1.698612145000001
725,12890,mp-23080,"(2, 1, 0)",1,Al1Bi1O3,22037,HO2,2.5107884600000125
727,44511,mp-23080,"(3, 1, 1)",2,Al1Bi1O3,43469,O,1.743966104999996
728,16904,mp-23080,"(2, 1, 1)",1,Al1Bi1O3,6911,O,2.6994345299999885
729,44316,mp-23080,"(2, 1, 1)",2,Al1Bi1O3,42406,O,0.6868719750000001
730,525,mp-23080,"(2, 2, 1)",1,Al1Bi1O3,11885,OH,0.9523589399999912
732,30949,mp-23080,"(2, 1, 1)",1,Al1Bi1O3,6911,OH,-0.4971535900000015
733,30498,mp-23080,"(1, 1, 1)",2,Al1Bi1O3,16872,O,3.155007685000013
735,11039,mp-23080,"(2, 2, 1)",1,Al1Bi1O3,11885,HO2,0.27565710999999493
737,35946,mp-23080,"(2, 1, 1)",2,Al1Bi1O3,6911,O,1.524093560000009
742,83264,mp-1183160,"(2, 1, 0)",1,Al1In1O3,83594,O,3.3062837899999784
744,68842,mp-1183133,"(3, 2, 0)",1,Al1Ir1O3,68693,H2O,-10.14332229000001
745,71067,mp-1183133,"(1, 1, 0)",2,Al1Ir1O3,70357,O,0.1282241149999923
746,72043,mp-1183133,"(1, 0, 0)",1,Al1Ir1O3,74234,H2O,-2.01405572999999
748,77672,mp-1183133,"(3, 3, 1)",1,Al1Ir1O3,73511,OH,1.3417247099999747
750,75396,mp-1183133,"(3, 2, 2)",2,Al1Ir1O3,68890,OH,0.5302661949999481
751,76625,mp-1183133,"(2, 2, 1)",1,Al1Ir1O3,68748,H2O,-3.933216760000045
752,73997,mp-1183133,"(3, 2, 0)",1,Al1Ir1O3,68693,HO2,-4.223151619999956
753,71117,mp-1183133,"(3, 1, 0)",1,Al1Ir1O3,73537,HO2,-3.9075841300000342
754,77617,mp-1183133,"(3, 3, 1)",1,Al1Ir1O3,73511,HO2,11.035094250000041
756,77759,mp-1183133,"(1, 1, 0)",2,Al1Ir1O3,70357,O,-2.6026914649999946
757,72181,mp-1183133,"(1, 0, 0)",2,Al1Ir1O3,74234,O,1.7795352749999696
758,70737,mp-1183133,"(2, 2, 1)",1,Al1Ir1O3,69282,H2O,-2.9481419899999484
760,70566,mp-1183133,"(1, 1, 0)",2,Al1Ir1O3,70357,OH,-2.6687280300000307
761,69643,mp-1183133,"(2, 1, 0)",1,Al1Ir1O3,77473,H2O,-0.8366975300000323
762,69247,mp-1183133,"(3, 1, 0)",1,Al1Ir1O3,77559,H2O,0.7474831199999752
763,68865,mp-1183133,"(3, 2, 2)",1,Al1Ir1O3,68890,H2O,-5.331015150000093
764,70606,mp-1183133,"(1, 1, 0)",1,Al1Ir1O3,70357,HO2,4.301942299999948
765,70184,mp-1183133,"(2, 1, 0)",1,Al1Ir1O3,74647,HO2,2.8747522499999696
768,72528,mp-1183133,"(1, 0, 0)",2,Al1Ir1O3,74234,O,-1.55225862500001
769,77811,mp-1183133,"(3, 2, 2)",1,Al1Ir1O3,68890,HO2,-8.297923490000018
773,83644,mp-1183154,"(1, 1, 0)",1,Al1Pb1O3,83739,H2O,-4.516953349999989
775,83410,mp-1183154,"(2, 1, 0)",1,Al1Pb1O3,83250,O2,4.524934169999987
776,83748,mp-1183154,"(2, 1, 0)",1,Al1Pb1O3,83250,O,2.034183210000007
777,83657,mp-1183154,"(1, 1, 0)",1,Al1Pb1O3,83739,HO2,1.1229604299999185
778,11437,mp-1252085,"(1, -2, -2)",1,Al1W3O8,35739,HO2,3.6420840699999504
781,24417,mp-1252085,"(1, -2, -2)",2,Al1W3O8,35739,O,0.45183072999998086
782,70703,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,75522,O,3.1190663200000284
785,71321,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,69811,O,3.0446631999999716
786,69056,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,70456,H2O,-0.7115605300000372
787,71877,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,76083,O,2.994061645000014
789,69689,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,68674,O,2.3247977100000106
791,78509,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76277,H2O,-0.0532681100000846
792,76529,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76559,OH,1.6991002700001252
794,69661,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,75637,O,2.323904150000002
795,72022,mp-1252778,"(0, 0, 1)",7,Al20Co12O48,76559,O,3.520665540000024
797,69174,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,72690,O,2.312314514999938
798,70942,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,70456,O2,5.857692199999853
800,69203,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,71849,O,2.314444864999954
803,69438,mp-1252778,"(0, 0, 1)",6,Al20Co12O48,79152,O,3.533257238333351
804,78417,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76384,O,5.069724359999921
806,71378,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,71849,O,3.0079089149999425
807,74059,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,75637,O,4.155012729999865
808,70517,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,74693,HO2,3.643196919999921
809,71829,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,77924,H2O,-1.7684829900001606
810,69039,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,71849,H2O,-0.2817081400000862
812,76196,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,70456,HO2,3.533559129999842
814,72092,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,70420,OH,2.228459809999985
815,76308,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,79152,O,2.8949907750000228
817,75760,mp-1252778,"(0, 0, 1)",7,Al20Co12O48,69811,O,3.33596513428572
819,73064,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,77953,H2O,0.8093465499998782
821,72128,mp-1252778,"(0, 0, 1)",5,Al20Co12O48,75637,O,3.332036272000009
822,73045,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,70170,O,2.813496549999994
823,77932,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76083,HO2,7.578818800000019
825,74169,mp-1252778,"(0, 0, 1)",2,Al20Co12O48,77924,O,2.5990563949999603
826,72789,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76638,HO2,4.5409365000001545
827,74708,mp-1252778,"(0, 0, 1)",3,Al20Co12O48,75522,OH,2.6500664400000264
832,73454,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,68674,O,4.772457430000171
833,74281,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,75522,H2O,-0.360426619999993
835,69225,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,81254,O,3.635573160000061
842,74614,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,76083,H2O,1.5834970799999208
843,71241,mp-1252778,"(0, 0, 1)",1,Al20Co12O48,68674,H2O,1.3795900600000603
845,73729,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,71909,H2O,-0.7038951700001181
847,73288,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,75611,HO2,4.000335549999929
848,71778,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,78503,H2O,-0.7149942900000443
849,76802,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,73362,H2O,-0.7125908800001017
850,69395,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,71909,H2O,-0.7069173600000287
853,70035,mvc-14111,"(0, 0, 1)",3,Al20Fe12O48,75611,OH,1.7635194566666803
855,69756,mvc-14111,"(0, 0, 1)",1,Al20Fe12O48,75001,H2O,-0.87293506000014
856,9200,mp-37621,"(0, 1, 1)",1,Al24Co12O48,2,H2O,-1.232755429999992
858,21354,mp-37621,"(0, 1, 1)",2,Al24Co12O48,13251,O,2.370185999999959
859,36894,mp-37621,"(0, 1, 1)",2,Al24Co12O48,80982,O,1.4134601549999648
861,2754,mp-37621,"(0, 1, 1)",11,Al24Co12O48,2836,O,2.112891396363636
862,9860,mp-37621,"(0, 1, 1)",1,Al24Co12O48,79264,OH,-0.05528359999995808
863,33975,mp-37621,"(0, 1, 1)",1,Al24Co12O48,27371,HO2,3.3971691599999736
864,12991,mp-37621,"(0, 1, 1)",1,Al24Co12O48,9010,H2O,-0.2981546099999779
865,15247,mp-37621,"(0, 1, 1)",5,Al24Co12O48,79396,O,0.9987676240000194
866,8873,mp-37621,"(0, 1, 1)",1,Al24Co12O48,2836,H2O,-1.0816360300000216
870,10094,mp-37621,"(0, 1, 1)",4,Al24Co12O48,35591,OH,0.7978618075000077
871,20669,mp-37621,"(0, 1, 1)",6,Al24Co12O48,15454,O,2.285138196666677
873,31978,mp-37621,"(0, 1, 1)",6,Al24Co12O48,13129,OH,-0.6779835583333432
876,34736,mp-37621,"(0, 1, 1)",2,Al24Co12O48,13129,O,2.3805053499999906
877,14176,mp-37621,"(0, 1, 1)",1,Al24Co12O48,21148,HO2,2.805812169999965
878,35616,mp-37621,"(0, 1, 1)",5,Al24Co12O48,23678,OH,0.14003805600000652
879,16597,mp-37621,"(0, 1, 1)",15,Al24Co12O48,2,O,2.5599182906666664
880,28412,mp-37621,"(0, 1, 1)",1,Al24Co12O48,4487,HO2,0.2995086199999808
882,14542,mp-37621,"(0, 1, 1)",6,Al24Co12O48,80982,O,1.6925441716666563
883,27323,mp-37621,"(0, 1, 1)",1,Al24Co12O48,15454,H2O,-1.6557308899999672
886,26651,mp-37621,"(0, 1, 1)",8,Al24Co12O48,11950,O,1.6537147062499973
887,25102,mp-37621,"(0, 1, 1)",1,Al24Co12O48,9010,OH,-2.3000869299999263
890,16223,mp-37621,"(1, 1, 0)",2,Al24Co12O48,22425,O,4.462271249999984
891,32565,mp-37621,"(0, 1, 1)",1,Al24Co12O48,35591,HO2,2.930137780000107
