sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
83759,[1.8937545716793065],[0.9797972163480898],[1.4464869593582794],[30.538679226295017],[100.85848275364492]
17011,[1.952019293200192],[2.480842573260902],[1.481052016979146],[91.49334029192444],[51.86611693119118]
10397,[2.859900896752926],[2.069014774122345],[1.3304951611153837],[41.8538477556385],[112.73766433651292]
42484,[1.8507639596719572],[0.9871421773318408],[1.391349695365681],[31.594992523530937],[100.8064152248767]
9261,[1.9107137228776525],[0.9789538757136368],[1.504173094177321],[30.45494830395428],[98.39449995227884]
19487,[3.1946372467738886],[0.9688691378030252],[3.239455539893268],[17.303240389536935],[78.72721537969335]
77526,[2.1367696961261604],[1.680090431708806],[1.419845215791006],[51.719632466064745],[86.72110838671323]
44488,[1.884984432334408],[0.9796188856106656],[1.4456903692591634],[30.758421302132778],[100.2392306937575]
31886,[3.239260439751377],[0.9696119877970668],[2.9372123216881825],[17.178763437942187],[99.3505953446104]
43259,[1.9686744574158053],[0.9823011624472708],[1.5032785979812822],[29.123649179854468],[102.73252493928854]
23604,[2.9848432827378195],[2.664404613431409],[1.4581540527030954],[63.11378603031294],[87.66942765528496]
8303,[1.926645499191248],[0.97484113025412],[1.5006997888347242],[29.884059680491816],[100.0292854859349]
42537,[1.943654131175626],[0.9844198049572582],[1.495463042117347],[29.78977691221222],[101.20813149631876]
83539,[2.8353566101727186],[2.1852008652571877],[1.2477699551775283],[47.05060813322546],[108.24393776666228]
5919,[1.909500896964777],[0.9896453804785836],[1.459314699849743],[30.61268516487221],[100.71847909201364]
31840,[1.875677953784608],[0.9835671589843736],[1.4001569818244917],[30.81007146354103],[102.3761251567325]
16735,[1.9282111363185344],[0.974161171797594],[1.5412783905917211],[30.056865229103995],[97.52908146722584]
74458,[1.9529300255750508],[1.0307820316518923],[1.4655730053600091],[31.14301265790581],[101.52235304847736]
14312,[1.916560442710094],[0.9835260751096382],[1.4606603412461423],[30.19122044915027],[101.49041107902988]
37189,[1.9207598869721365],[1.0059549236491376],[1.4839100275438402],[31.134276569477745],[99.16228682827744]
19835,[1.8923656044922457],[0.9842838332330214],[1.3953588060321411],[30.30823246686684],[104.01465231580536]
39895,[1.9502288878231784],[1.0330914277343206],[1.4641220050387649],[31.296703940840526],[101.29413452431989]
39916,[1.910837487138122],[1.0346142568457368],[1.3728062888079935],[31.663435990869143],[104.18842672800768]
74396,[1.96802190964886],[0.9893041956265604],[1.4686001330347218],[29.092748417704737],[104.70479423038572]
75392,[1.910424517056302],[0.9860385825210256],[1.4625200556263511],[30.46822709565337],[100.76034814256596]
7892,[1.4657529439724073],[1.048529788579185],[2.494684082496379],[6.048750558656264],[8.470750886752107]
27834,[2.9727285481172925],[3.1882435216963407],[1.3251162664841094],[86.8847367206318],[68.59521623867191]
13704,[3.836377479755196],[0.968264004085302],[3.334489939510144],[13.29447870030212],[114.34039435441814]
4074,[1.951662373298676],[0.9770211349697104],[1.5068880181966762],[29.384955912810465],[101.4337006240253]
1193,[3.3036460408399133],[0.9887721358817316],[3.138826344628721],[17.413745864631156],[90.77701740951804]
8422,[2.616517842508435],[0.9793953452648044],[2.869016426276029],[19.888399679920735],[65.34516757184792]
76992,[2.1770778788217457],[0.9838300366508508],[2.6463839803217897],[20.75352793163006],[51.63971194520289]
40778,[3.1393063806978683],[0.9728756758842289],[3.1729695954626704],[17.72158465761747],[79.17995136115988]
43631,[1.4140103401066486],[1.0750101221497743],[2.486530923778602],[2.2343748782498127],[2.939520714810358]
21686,[3.9985666301747673],[0.9732073319289958],[3.865572836900734],[14.08541319631196],[90.75200301219824]
28797,[1.934658348197328],[1.0446396033149563],[1.4372854165469102],[31.97744145052021],[101.2501317699748]
5441,[1.9106574027868064],[0.9833503740054144],[1.4764498469203182],[30.455076112051973],[99.99000828644547]
83336,[1.906585929073489],[0.9795798315822228],[1.4816554734799587],[30.44485141310712],[99.52181811613576]
10989,[12.29363272987526],[0.9693072161377616],[13.005105310282453],[2.9833257583427466],[41.30643821260488]
15714,[1.9876318957170551],[0.9739101458483858],[1.52852165350173],[28.527219439954457],[102.92214828203004]
25629,[2.934263322797978],[0.9751684335205244],[3.1507821324296272],[17.990833552296504],[68.33657845229475]
32936,[3.862031648715592],[0.9742871445464276],[3.624079305477791],[14.508035235300996],[96.76697822120832]
3368,[3.129827977998829],[0.9752860237808468],[3.281426598320711],[17.290244844192927],[72.51497096728991]
15119,[1.8405742059593857],[0.9859524232257836],[1.3805559281062505],[31.749372110254367],[100.79065262039126]
34188,[1.9227979504663488],[0.9750624093958024],[1.4952984635747155],[29.95203752909598],[100.0823400805763]
28677,[1.9026547847094903],[0.9807931560504608],[1.4771433267551652],[30.562491175471536],[99.45900021611244]
77755,[1.9080962724675097],[0.9916724797019494],[1.451291784785426],[30.67057627521103],[101.03938809306752]
24765,[1.921859553896789],[0.9801377458678876],[1.5115315198982875],[30.273452408063115],[98.6991792954256]
27728,[1.898785454020743],[0.980134246033016],[1.4591973649431809],[30.51337210468627],[100.3817897552527]
1394,[1.8943602395213917],[0.9824623396538028],[1.4828697370091422],[30.87002119697885],[98.37653944085966]
69598,[2.750621067928252],[0.9729874985205867],[2.776869968972926],[20.269626876427672],[78.34342154740497]
22519,[1.927884324639278],[1.0198181079664883],[1.40737898109536],[30.87713843653003],[104.03181820202596]
33039,[2.420249478852892],[0.9801089867778684],[2.256871511517714],[23.86370761774757],[87.45456605493797]
19706,[1.948304574934908],[0.9802048190558014],[1.4943483260697217],[29.496413248852125],[101.85862815911634]
45583,[3.4844855256242377],[0.971176174849996],[3.0425179119532224],[15.262586993276988],[109.1800524853888]
27235,[1.907691932251585],[0.9865952764700096],[1.4531827520253309],[30.491884013240515],[101.14356764985084]
15479,[3.7983358524867774],[0.973637771964364],[3.035742937280347],[10.227306598140524],[136.15822894122428]
18608,[3.090398643804998],[0.9733644409929882],[2.882294640540988],[18.33225868020243],[93.01885122954393]
17858,[1.9587513764296327],[0.9796822996399116],[1.5262802473161163],[29.452794698034],[100.5470726265428]
40821,[1.9167789038100933],[0.979927012907422],[1.484780930105526],[30.221760130102247],[100.0780196759019]
2428,[1.895286950329416],[0.9800491107758862],[1.485245508828684],[30.7665129206558],[98.407585295211]
77951,[3.048202334646678],[0.9746323189446384],[3.183083653988016],[17.826720584680384],[73.2285054548778]
20409,[1.9798929120199849],[1.071780996877178],[1.4471278649987682],[31.88932481202846],[102.60757513040548]
33175,[1.8901829519083644],[0.9805423839130684],[1.4335134415132345],[30.563607716993797],[101.41465698214436]
22503,[1.95036998638108],[0.9830759465927916],[1.4914491168239306],[29.531806873863875],[102.06794115065772]
18572,[1.909072638101929],[0.9824200982834028],[1.45534379737522],[30.304240965067272],[101.3219048621751]
12556,[4.071982763674841],[0.9741817134908842],[3.917878220675332],[13.832043761212024],[92.11897213845108]
4229,[1.7955528967046968],[1.0166054532165183],[1.3917159425677454],[113.3446665952465],[106.41921241345318]
72228,[1.520901279108134],[1.0600405699649456],[2.5130123770227044],[10.958998631750866],[15.828374271298502]
13613,[1.8458168737584704],[0.98495812106785],[1.3927587410539763],[31.65369430390485],[100.4391742586452]
12786,[3.509551450381033],[0.9777826443336864],[2.627514099954414],[7.968352288118657],[150.16062996006113]
16829,[2.3333663972605976],[1.7424480757970078],[1.486913172776806],[48.26312780701005],[92.1850296276244]
33813,[1.9005964973612195],[1.0193499276320583],[1.3572622296340957],[31.149694836439263],[105.31893514284668]
23675,[1.944618923362892],[0.9747115849490472],[1.5019512506904076],[29.436154076585822],[101.33800276989425]
43312,[2.710634560720409],[3.3413834566469416],[1.3740081415950998],[105.01191672730252],[51.58635377247567]
45687,[1.858061826839808],[1.0258237216483614],[1.3366606493933717],[32.554696305564164],[102.92542973530314]
82276,[1.9187756744396085],[0.981053487709165],[1.4798615138710394],[30.180556447540763],[100.50193618569143]
1718,[1.917317129630914],[0.9837202366500094],[1.4591652457306403],[30.166808589689143],[101.6402944861463]
39727,[1.925399664991224],[0.9878682967784675],[1.5142047156549234],[30.49953851761811],[98.42772396105016]
6759,[1.902815135770287],[0.9807983667260448],[1.4609503908575443],[30.447200879880157],[100.54299217343076]
36472,[2.5566758988973253],[0.9803442051597182],[2.874344825193992],[19.69910284197862],[61.5321527195832]
30530,[1.898614599668073],[0.9904296097050668],[1.4423241939924496],[30.806055737603845],[100.9660551107905]
11145,[1.945094720956801],[0.983625795466657],[1.4854075876486774],[29.641760674500787],[102.03778142790073]
37163,[1.9267507267359825],[0.980077701206767],[1.479721174554154],[29.935212296000312],[101.17720107103892]
20539,[4.598492112291412],[0.9707688758735308],[3.670836356109197],[3.990447311330037],[160.75272864445537]
71642,[2.617439657024169],[1.7439013175529452],[1.2891258078110075],[35.82544726362179],[118.5368976206326]
13062,[1.89238204467373],[0.9793849639534198],[1.4780341956915346],[30.770601390084515],[98.6881926244208]
24297,[1.9663154613351868],[0.9821497778749966],[1.4906557672977805],[29.067702167015],[103.42301166538616]
76578,[1.904941150177957],[0.9785924545668974],[1.4813815837519897],[30.44576598208352],[99.46268319192646]
44168,[2.264257384571007],[1.6904741961061085],[1.2801354807124674],[47.61473954417034],[98.37529519312]
29964,[1.9360054069188468],[0.9769905211933024],[1.5089500557215954],[29.7907494504744],[100.0923898569027]
25667,[3.58938843050886],[0.9690038503473026],[3.081414285234613],[14.253096226270886],[114.21732118605118]
75521,[2.749558769268933],[1.9669525359886533],[1.4415264091124658],[43.29973385291972],[106.5270894283204]
16786,[1.9228265497345691],[0.9835470647054786],[1.47046953650567],[30.103648626044382],[101.31680746243812]
13465,[10.004145764817284],[1.0007997330215148],[9.83581397955767],[5.700619640692183],[96.82061694080537]
13106,[1.8716142490333625],[1.0015975772893158],[1.395473863643412],[31.641259925311104],[101.39712035000606]
43573,[2.913567328733932],[0.970320975774678],[2.731710510433226],[19.45050592225947],[90.91989675896832]
82397,[1.9232788683234727],[1.000880794987251],[1.476659350454993],[30.823193984300364],[100.06744462197386]
11039,[1.901684056081535],[0.9958847840132504],[1.4839115113167354],[31.2185827256956],[98.220896503458]
10675,[4.555793710536365],[0.9807747193241168],[4.6590967576997455],[12.152085827469396],[77.91198288189136]
75648,[4.282992842009863],[3.814315298257295],[1.233237714070757],[59.78712788330713],[103.98851792220488]
14535,[3.326190160937919],[0.971331068423558],[3.425394665874622],[16.45804355792784],[75.96955760799527]
17129,[1.940890575626905],[0.978367995359731],[1.496771304761079],[29.63411068825576],[101.21310370596724]
18679,[3.7282250475486896],[0.9675998968871848],[3.565432181188263],[15.032193074685416],[92.08563022379968]
38171,[3.846129322342632],[0.9735907089585432],[2.9060700490692475],[4.34229095302544],[162.59596882462694]
31718,[1.9059250550090867],[0.984974390923684],[1.4424991047717215],[30.388259142706232],[101.80959939364976]
7057,[2.910571769599381],[0.9696290123053444],[2.867238780795275],[19.303181669750323],[82.87354719486858]
76513,[4.475274972005639],[0.966087235179112],[3.869780886051017],[10.378645243946192],[123.43270424815182]
32605,[4.442997074664874],[0.9712612678956932],[4.196497762358393],[12.49050768086154],[98.36762249652617]
70785,[1.894817636568551],[0.9780954664718156],[1.4665159661264624],[30.58569428212949],[99.69258853152208]
43543,[1.94654168780212],[0.9838463189258588],[1.4984334491087548],[29.71607430286818],[101.26095372644778]
1587,[1.868108702597116],[1.0580855826837336],[1.3517090300710086],[33.785740458958315],[100.94630999269351]
4802,[1.9704336210337157],[1.027705082322395],[1.4778962216700022],[30.64865334260161],[102.20609716299818]
23269,[1.895629396878332],[0.9816143458414984],[1.478251351791207],[30.778278830927537],[98.81258370516755]
19792,[2.094681630543731],[1.0558626166642355],[1.499575064893544],[28.48835889969469],[108.868900586068]
21223,[3.5614952467898573],[0.9691280909321984],[3.617647303439308],[15.49058473709061],[78.96342083783023]
23689,[1.972189451571689],[1.031030391080254],[1.4908949337477098],[30.837485960537126],[101.3254588083346]
34096,[1.9304415914930253],[0.9817710732618504],[1.496897609915249],[30.03227182499296],[100.23043539362702]
69044,[2.4536503852074385],[1.906902419579908],[1.3019957196579846],[50.32276052593627],[97.97504763713836]
3833,[2.6594752191025317],[0.9765714469528984],[2.9158462565957604],[19.48204887451465],[65.26386275751906]
30685,[1.9214508199572355],[0.9851666608301834],[1.4738341864337186],[30.229596972140644],[100.90221027377936]
1183,[3.325638147304419],[0.9703551052090152],[3.4611274070188176],[16.28148070851087],[73.91431293367052]
44583,[1.917743337239756],[0.9832689830605076],[1.4978396047814648],[30.412758917970745],[99.13022628975412]
35597,[1.9355865256801077],[0.9948969933479264],[1.4860429638422448],[30.337134882473126],[100.687187822813]
29700,[1.9427938175288944],[1.0353885075578508],[1.3563792059723625],[30.476156463982203],[107.88635128929656]
21959,[3.183228505494218],[3.162780834414533],[1.244871384250269],[77.76576665301802],[79.61151266753984]
2604,[1.9037971706630088],[0.981910360364351],[1.482013817609513],[30.60851426791179],[99.17230093720907]
34034,[2.541845950635823],[2.0458772437446786],[1.313807422838127],[53.19375205501481],[95.864506943889]
45451,[1.9145770313319328],[0.9874029238988284],[1.5000329051563326],[30.66342765458132],[98.55261134743594]
70184,[1.9881149326279448],[0.996738067592818],[1.4880867739241264],[29.031672950517496],[104.53927149461556]
11395,[1.92116241114219],[0.9779461217242532],[1.4998101478309962],[30.134501075944733],[99.51770866573916]
42973,[2.685829396604972],[0.966375582808982],[2.9677557012128357],[18.843380104343503],[63.85200040587495]
24643,[2.359657702039061],[2.7138954491410594],[1.5105299952489335],[86.10323498894945],[60.16508787212952]
20770,[1.948276069551611],[0.983559539770314],[1.4778569589622994],[29.49055151345136],[102.8052726645854]
76296,[3.172421561357261],[0.9704594270370877],[2.537015201284209],[14.855739214206196],[123.05748093368808]
19633,[1.9259877242418408],[0.982933352729069],[1.481303942128445],[30.07948160547616],[100.86703549942766]
35218,[1.8913567079608828],[1.0119216157975497],[1.4486595231503472],[31.907715227101345],[98.92059752786172]
21582,[3.520998272734312],[1.0125730446815542],[2.520342899571119],[2.9795527550938004],[169.586701403979]
20639,[2.5729910229775133],[1.7919904362484225],[1.3157430875248657],[40.60824148793331],[110.8433070079471]
77172,[1.9504203451194788],[0.9758416139462792],[1.4997770949169649],[29.314858899971338],[101.87925969942532]
30249,[4.21766895197266],[0.9702153160106968],[3.922488373107193],[111.3107854785878],[120.40070304261134]
76653,[1.9407761601200304],[0.974406738850226],[1.5097311170567362],[29.578136861424053],[100.53337520925744]
