sid,OH lengths
37268,"[0.9835339979592643, 0.9835347797444921, 0.9756212196354243]"
3226,[0.9873113340938102]
8904,[0.9879938758991241]
83213,[0.9775995367724197]
28931,[0.9756999538708173]
32087,"[0.9766339912807535, 0.9794034707633267]"
2617,[0.9702543008251664]
4023,[0.9712828756971982]
25010,[0.9802683764486768]
17024,"[0.9999034407342756, 0.970497205454705, 9.447829605245609, 8.55168205640551, 3.4738126920260184]"
41359,"[0.9735882906918379, 11.053927121452103, 0.9731145590668918]"
4389,[10.134001444213535]
43645,[13.247191267598838]
7499,[0.9706582788121962]
40768,"[0.9748793467808635, 1.0521766081178177]"
1141,[0.9693528452851256]
3258,"[0.9692306119606787, 0.9723811045499904, 0.9707272251790333, 0.9738431791569032, 11.14247847860319]"
17502,[0.9721928038415228]
35800,"[0.9721843559309907, 0.969006142434727]"
69312,"[2.369254907923335, 1.000895553469974, 18.68618047237152, 0.9798576065115618]"
16074,"[0.9844430560272176, 0.984726023506981]"
19136,[0.9781565263146166]
3619,[1.0409359813656864]
45140,[0.9693877821048572]
44018,"[7.532527076167578, 1.0407097351633405, 2.7403319891256386, 0.9806202305301265, 9.732955437418964, 0.9754399097159554]"
9000,[8.863876157173022]
3735,"[0.9787309073302599, 0.9713248836739572, 0.9732497998284965]"
2130,[2.5885843831411637]
72801,[0.9742663172190466]
37883,[0.978575723108204]
42953,[0.9767727350275693]
38167,[0.9666960967886449]
25350,[0.969502224822816]
27064,[0.9757574777052627]
25127,[12.673859289194073]
14730,"[0.9691526036911724, 1.4749523581969275]"
8989,[0.9712693034510604]
36103,"[0.9729003428085374, 1.0186860345489008]"
45846,"[0.9741065206381923, 0.9793807100921076]"
72266,[0.9789632380097296]
23323,[2.140428398216496]
75387,[0.9717535354507271]
77819,[0.9736107878835797]
27740,[0.976806863415306]
18383,[0.9891107966705402]
25916,[0.97655404930579]
19548,[0.9705383947689767]
33478,[1.044845952655525]
74440,[1.0039460977010353]
1789,[0.9786709357909119]
14210,[0.9745992180556415]
34448,"[0.9717327872187493, 0.9703387547429663]"
83640,[0.9798860993451389]
18052,[0.9701515342297737]
37908,"[0.9694555743273022, 5.413013856472923]"
33377,[0.9677164641762703]
82802,[7.655631798002937]
26680,[0.975075766611239]
2353,[0.9751224248832467]
82491,"[10.519065884260673, 0.9835456732124928]"
32720,[0.9820565894080829]
13059,[0.9744830198640414]
36588,[0.9723136762360233]
9171,"[0.973796380470471, 0.9764828043905451]"
30791,"[1.0277350268283572, 1.011015353661919, 0.9991603724658736]"
2605,"[0.986197109973347, 1.709458572483768]"
21996,[0.969589648433666]
42617,[3.0601090813057716]
281,[0.9802429630127372]
27998,[11.596094269266027]
72220,[0.9683490341849598]
29902,[0.9746020467104757]
26652,[9.83929519598137]
71028,[0.975928789278571]
37196,[8.265312096853647]
14562,[0.9814039015849363]
16571,"[0.994814638957122, 1.0217353999223673]"
73158,"[1.0273587104091404, 0.9771873230974278]"
40970,[1.004840850720107]
8173,[8.59050591030136]
23152,[1.007195430200516]
8338,[0.9715339106216925]
40811,[1.0112730686497735]
18159,[0.9746756818447586]
22692,[0.983508768895433]
77793,"[0.9690146659272721, 0.9692443273414117]"
44532,"[1.0104183317064868, 2.6912708593880565]"
38709,[0.9763373071214015]
30833,[0.967153388129793]
73404,"[0.9729082704455081, 0.9796738703728198]"
32274,[2.7346248785763616]
16095,[0.9661853350701053]
12307,"[0.9798446779167657, 1.953274215172089, 0.9823592744251197, 0.9756449382026359]"
5168,"[10.994355998353647, 1.0451436001706553, 13.31100346137915]"
16547,[0.9756507321968275]
36822,[0.9706487185648267]
83703,[9.265421154380167]
3743,[0.9797226372396193]
16099,"[10.56658128208575, 0.9761518108816926, 0.9701418461952059]"
72501,[0.9735577862985911]
29402,[0.9685880619668096]
69423,"[0.9683555742900691, 0.9680373953524751]"
83352,[8.172601218376304]
24069,[0.9735896423456866]
33736,[0.975639482255866]
26789,"[0.9956126353770652, 0.9853394350603489, 1.0146317519511736]"
34980,"[0.9725306175624377, 0.9887702636495337, 0.9873438891305186]"
8944,[7.663395246495034]
7747,[0.9704586652488034]
15202,[0.9733681943910457]
39277,[9.681928280622836]
39660,[0.9846300991996207]
21557,[0.9726445082275086]
76529,[11.459328176141916]
15486,[0.9783396603278636]
15397,[1.0421829479333118]
70035,"[1.0138741297642724, 0.9697861295279386, 1.0102111665978282]"
7777,[6.300800556540883]
4898,[0.9834698374932167]
81763,"[0.970569081828268, 0.9705577025147127]"
10228,[1.0028920363929437]
70869,[0.9711296725148288]
26511,"[1.0142290419015858, 0.9710524697546473]"
36179,[0.9952433687234244]
42168,[0.9729126547996095]
78808,[0.9732681375159294]
76657,[0.9679139171765037]
9973,[0.9751330778482236]
12778,[0.9790264401513765]
3081,[0.984233351739885]
75285,[0.9841483643908437]
6058,[10.648522279459621]
34905,[0.9719520929258328]
23533,[0.9737061653225746]
39827,[0.9739395293074005]
76630,[0.9704099862981704]
72726,[0.9878303236210989]
39746,[0.9706980267591253]
8260,[0.9694700531654199]
27889,[0.9864155552932448]
22401,[0.9782594107892072]
25758,[0.973919808342411]
77471,"[0.9708727489980372, 1.3658080999262923]"
36494,"[0.9732592233493442, 7.468202614655449]"
29778,[0.9753236416570666]
83175,[0.970216112524815]
20842,[0.97814451236393]
6254,[0.9755494190725593]
25512,[0.9681451469610814]
19653,"[0.9784032519897949, 0.9794912002815289, 0.9790423924659226]"
11884,"[0.9709407775430483, 0.9719749698893806]"
39587,[0.9751291505157892]
40805,[0.9738123349297342]
7603,[0.9702594920120162]
17963,[0.9686266844287238]
7158,[0.970562784759575]
38079,"[0.9792585399272595, 1.0036895003356405, 10.406636530039608]"
71451,[0.9703353012127116]
24066,[0.9892236958271612]
5173,[0.9851389222350154]
83276,[0.9813789487752244]
24993,"[0.9717633107645651, 0.970945028144525, 0.9701192708618634]"
73093,"[0.9726068671722725, 7.702836437242888]"
18918,[8.260429589839793]
15703,"[0.9820661126650266, 0.9798961057699754]"
5185,[0.9704526524425756]
36246,[0.9997388072290448]
33543,"[0.987646194632227, 0.9760688271927171]"
1564,[0.9846177692245356]
26550,[0.9825163811022476]
33612,"[1.0121411379261744, 0.9692427175212484, 0.9676319238629749]"
1233,[0.970316227227317]
6092,[9.02985061769507]
83575,[0.9733275031740801]
69585,[0.9851863878164525]
42079,[0.9747279368841827]
400,[0.974904220557498]
73525,"[0.9825631291626569, 1.063780604903447, 0.9816574619549433]"
7533,[0.9743864003556147]
70339,[0.9885217537115356]
72998,"[0.9735794954771916, 0.9698597985423159]"
28625,[0.9844577837133804]
8392,[0.9835929116113189]
33084,"[0.9796173666953173, 1.7073916138548633, 0.9743261579723813, 0.9787282067055719]"
18856,[11.213769640218452]
30802,"[0.9756739253817425, 0.973367195318597, 0.9694607428612152, 11.01672042777785]"
9363,"[0.9677413296085777, 7.760813964967544]"
71164,[1.0070587415206147]
42459,[1.0014256892636906]
42442,[4.076537308539439]
21673,[0.9733332545359121]
19789,[5.912536645144907]
44910,"[0.9804536224724064, 1.0100743286059803, 1.0459524948176286]"
38146,[10.683507515497071]
73206,[0.9701136518641396]
73574,"[1.0266797417024318, 0.972788631213484, 0.9734330306997582]"
26049,"[0.9790610900219248, 0.9729306750554981]"
71508,[0.9703728084508633]
19721,[0.9739751895556791]
950,[0.9753413424922845]
31473,"[0.9736069028937667, 0.992097157352743]"
18065,"[0.9682666965039637, 0.9674364917680119, 0.9773935929440295]"
31032,"[0.9716076925056751, 0.9733437927458727]"
34558,"[0.9854784619082058, 0.9826223368519595, 0.9759347013789331]"
39353,"[1.9296445084082148, 0.975113165159877, 8.084030240799931, 7.465308130169457, 0.9848892489752644, 0.9732105617856801]"
19074,"[0.9723199783684666, 0.9716821220576983]"
35346,[0.9746551062071617]
41314,[1.0026001219525593]
28878,"[2.21284784251339, 2.8614398498544946, 4.65886274333943, 8.739882302270537, 10.417995184290666, 0.9757538026157002, 2.857873999449705]"
82813,[0.989702472714974]
36054,[1.0212768129011998]
178,[0.970268483667606]
69031,[0.9702607648419616]
72849,[0.9682718511530325]
43250,[0.9739217920325128]
37657,"[0.9712805062633487, 0.9972377957004163]"
72253,[0.9739723413139783]
83736,[0.9822117958365453]
77299,[0.9689453148829182]
40350,[0.9743777692101606]
24207,"[0.9785153899599645, 0.9749588871018954]"
71000,[0.9709896651049996]
28427,[0.9703635823580492]
45141,[0.9892118422223514]
14008,[0.9768817902102545]
32692,[0.975311990550105]
40666,[5.31100856848732]
22512,[0.9864658081478547]
71384,[0.9824423339519089]
24657,[0.9747830492599411]
45311,[0.9743549082954137]
39814,[0.9798645936574782]
31453,"[0.9688505338288181, 11.720671320408961]"
33677,"[0.9728931393859663, 2.6025028449178755]"
36639,[0.96760543503387]
29451,[0.9709940079218392]
32108,[0.9799668427100047]
44797,"[0.9767144423152371, 0.9822678705737488, 3.6384807841574176, 0.991794766970825]"
37824,[0.9978757646822614]
30241,[0.9753661555345258]
964,[0.9723461493670083]
31100,[0.9758150203982825]
29618,[0.9761496887552092]
7893,[0.9866368707540154]
16160,"[0.9682562283183045, 0.9664247436026725, 11.83720271358069, 0.9771155977549787]"
21941,[0.9733580734944841]
2422,[0.9790548170176643]
5044,"[5.713904558528397, 0.970413819820433, 0.9705067504386764]"
10925,"[0.9748616619665209, 1.6609237272424437, 0.9701255663828132]"
12372,[0.9702882415924959]
1634,[0.9710644782877579]
9314,"[0.9893573898387581, 9.495622696645787]"
36526,[1.0562450592693398]
19271,"[0.9815781550815532, 1.6825627091649586, 1.0027594760828367, 0.9701578648064124]"
30258,[0.9652079563875522]
12811,[0.9746757955911737]
43817,[0.9782182445737485]
2936,[6.992951584839718]
3309,"[0.9751641787950975, 0.9704944781803597, 0.9714371970916519, 0.9868721479120443]"
9513,[0.9667332594042571]
45720,[8.926666958013913]
28237,[9.49342783088172]
5538,[0.9954874079345918]
28372,[7.327784861650567]
73194,"[0.9792329919640449, 0.9809570390551648]"
33824,[0.9773858424970184]
16898,[0.9666825146864917]
69351,[0.981827845463757]
27685,[0.9650004785608463]
16210,"[0.9784398958953481, 0.9979799387263635, 0.9719722563185718, 1.0212746512916944]"
26428,[0.9981802617745837]
78926,[0.9737773824284639]
43006,[9.020673624119038]
22786,[0.974228251091578]
24436,[0.9750281943152234]
4192,[0.9719936493148487]
15942,[0.9771497236196393]
17741,[0.9839714629894583]
69769,"[0.9770209295930047, 0.9727642667527407]"
78488,[0.975113688265334]
20299,"[17.849017354214894, 0.9736625926233248]"
29285,"[11.668719429195141, 0.9699304681524213]"
15480,[0.9667957344144853]
6052,"[0.9704300923628789, 0.9737435444129833, 7.9054378274920625]"
18922,"[9.817066765136808, 1.0379119458748896, 2.183562802278909]"
4371,"[0.9820622757703852, 0.9767787900470773, 0.9787278281730489, 0.9941138253892894]"
35089,[0.969028253370376]
38715,"[0.9899143931658294, 0.9959886870258348, 1.5632005039559846, 0.9768740076887197, 1.0245039979646628, 3.3777171756135687]"
74616,[0.9713771150024274]
76576,"[0.9728556034786502, 1.007649114037843, 0.9761086234634114, 10.218805588602036]"
1729,[11.167577474581703]
1012,"[0.9765021976064935, 0.9865079696661486]"
16225,[0.9626719404681358]
23710,[0.9675161366819488]
30456,[7.719030196394376]
31837,[5.028240529581137]
422,[0.9737382514953741]
78469,[0.9655392877571202]
44416,[14.733409114973085]
27252,"[0.9706640243182877, 9.924480389331821, 0.9690178292323723]"
69556,[0.9719950026119165]
71021,[11.724920385906527]
7503,[0.9799790608704624]
41101,[0.9675487316951423]
18823,"[8.181445703083723, 0.9787358734378568, 0.980354918423103]"
83100,[0.9738593888590739]
77390,[0.9749463712445035]
39829,"[7.44355393615924, 0.9798078051348351]"
83719,"[2.108272388674613, 4.780753293771354]"
14694,"[0.9747579641672057, 0.973853454601233]"
68665,"[9.529649076031818, 0.9982082619421995, 1.0229436892562553, 0.9919130424025281, 0.9791794352785297]"
33174,[0.9792497905747293]
83030,"[0.9838807852761013, 0.9801986567468456]"
24688,[0.9750799965646982]
9142,"[0.9704826776305682, 0.9814958426822175]"
37242,[0.9728469359816154]
69293,[0.96855802649187]
76565,[5.1983249730188446]
75551,[0.9696809374620501]
68914,[1.0075448108324052]
16082,[0.9845120807040402]
16389,"[0.9757974669351968, 0.9742638887672751]"
21856,[0.9799215018736691]
29805,[1.0198945867431268]
69794,[1.0353338855366336]
38359,"[0.9801589161891548, 0.980597506701752]"
41611,[0.9709611522802478]
36672,[0.9731632335724298]
40801,[0.972759878534272]
36583,"[0.9746614891536177, 0.9780167399531933]"
74462,[0.9694327644613816]
76983,[0.9714766583502148]
14863,"[0.9835191194867575, 0.9831975645443796]"
72563,"[1.018805289280969, 0.9784446239638566, 0.9799294595264383]"
7828,[0.9698581856876065]
19490,[0.9747893982991834]
44309,[0.9750595308541382]
27025,[0.967060138778521]
3343,[0.9724364949192644]
45110,[0.9897523389474843]
73440,[0.9751483359200145]
45054,"[0.9883694483964779, 0.9912818569299169]"
3452,[0.9728836589059057]
29203,[0.9771505797855419]
76782,[0.9697599840596767]
38231,[0.9689754293343609]
42042,[0.9728537086044486]
11458,[1.002785738889735]
31331,[0.9745504122751403]
41691,"[1.6477657168283215, 9.131640302051723]"
28791,[1.0163563210042525]
17820,[0.970976432793761]
28477,[0.982198230850759]
41219,[3.1626637747145927]
27803,[12.003014969182953]
